SN,District,Imperial_Circle,Community,Year,Month,Weekday,Hour,Road,Cycle,Car,Pedestrians,Motorcycle,Goods Vehicle,Others,Total,Collision Type,Accident Type,Light Condition,Road Condition,Accident_Severity,Tend_to_Death
8633,3,3,314,2017,1,7,10,0,1,0,0,0,0,0,1,0,1,3,2,3,0
8634,1,19,140,2017,1,6,8,0,0,1,0,0,0,1,2,3,6,3,1,3,0
8635,7,1,701,2017,1,6,17,0,0,1,0,0,0,0,1,1,2,3,1,3,0
8636,1,12,130,2017,1,6,8,0,0,1,1,0,0,0,2,6,7,3,2,3,0
8637,1,12,130,2017,1,6,13,0,0,1,1,0,0,0,2,6,7,3,2,3,0
8638,5,4,512,2017,1,6,17,0,0,1,1,0,0,1,3,1,5,3,1,3,0
8639,5,6,514,2017,1,6,18,0,0,1,0,0,0,0,1,4,2,3,2,3,0
8640,5,2,509,2017,1,6,15,0,0,1,0,0,0,0,1,1,5,3,1,3,0
8641,4,13,432,2017,1,6,19,0,0,1,1,0,0,0,2,6,2,3,1,3,0
8642,4,13,432,2017,1,6,18,0,0,1,1,0,0,0,2,6,4,3,1,2,1
8643,4,13,432,2017,1,6,14,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8644,2,11,223,2017,1,6,12,0,0,1,0,0,0,1,2,2,6,3,1,3,0
8645,3,7,319,2017,1,6,14,0,1,0,0,0,0,1,2,1,7,3,0,3,0
8646,3,1,310,2017,1,6,13,0,1,0,0,0,0,1,2,5,3,3,1,3,0
8647,2,3,210,2017,1,6,15,0,0,1,1,0,0,0,2,6,4,3,0,2,1
8648,3,1,309,2017,1,6,12,0,1,0,1,0,0,0,2,6,6,3,0,3,0
8649,1,1,101,2017,1,6,20,0,0,1,0,0,0,0,1,5,2,3,1,3,0
8650,1,5,114,2017,1,6,17,0,1,1,0,0,0,0,2,5,3,3,1,2,1
8651,1,1,101,2017,1,6,10,0,0,0,0,0,0,1,1,1,5,3,1,2,1
8652,1,5,114,2017,1,6,8,0,0,1,1,0,0,0,2,6,2,3,1,3,0
8653,7,9,710,2017,1,5,7,0,0,1,0,0,0,0,1,4,2,3,1,3,0
8654,6,9,610,2017,1,5,17,0,1,1,0,0,0,0,2,5,3,3,1,3,0
8655,1,12,130,2017,1,5,7,0,0,1,1,0,0,0,2,6,2,3,1,3,0
8656,1,7,120,2017,1,5,17,0,0,1,0,0,0,0,1,1,6,3,0,3,0
8657,1,6,118,2017,1,5,10,0,0,1,0,0,0,1,2,5,3,3,1,2,1
8658,1,8,126,2017,1,5,7,0,0,1,1,0,0,0,2,6,4,3,1,2,1
8659,5,18,526,2017,1,5,7,0,0,1,1,0,0,0,2,6,3,3,1,3,0
8660,5,2,505,2017,1,5,8,0,1,1,0,0,0,0,2,5,3,3,1,3,0
8661,2,9,221,2017,1,5,8,0,1,1,0,0,0,0,2,5,2,3,1,3,0
8662,2,8,220,2017,1,5,16,0,1,1,0,0,0,0,2,5,2,3,0,2,1
8663,3,7,319,2017,1,5,15,0,0,1,1,0,0,0,2,6,2,3,0,3,0
8664,3,3,313,2017,1,5,17,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8665,1,8,121,2017,1,4,18,0,1,1,0,0,0,0,2,0,5,3,1,3,0
8666,5,4,512,2017,1,4,17,0,0,1,1,0,0,0,2,6,4,3,1,3,0
8667,5,2,507,2017,1,4,16,0,0,1,0,0,0,0,1,5,2,3,1,3,0
8668,4,9,425,2017,1,4,13,0,1,1,0,0,0,0,2,1,6,3,1,3,0
8669,5,7,515,2017,1,4,17,0,0,1,0,0,0,0,1,3,6,3,1,3,0
8670,4,11,430,2017,1,4,7,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8671,4,7,416,2017,1,4,2,0,0,0,1,0,0,1,2,6,7,3,0,2,1
8672,3,8,320,2017,1,4,14,0,1,1,0,0,0,0,2,5,3,3,1,3,0
8673,2,7,219,2017,1,4,7,0,1,1,0,0,0,0,2,5,3,3,1,3,0
8674,3,5,317,2017,1,4,7,0,0,1,1,0,0,0,2,6,4,3,0,3,0
8675,7,4,705,2017,1,3,18,0,0,1,0,0,0,0,1,5,3,3,1,3,0
8676,1,16,136,2017,1,3,19,0,0,1,0,0,0,0,1,1,1,3,1,3,0
8677,1,7,120,2017,1,3,7,0,0,1,0,0,0,0,1,2,6,3,1,2,1
8678,1,8,125,2017,1,3,18,0,0,1,0,0,0,0,1,4,2,3,0,3,0
8679,4,7,417,2017,1,3,18,0,0,1,0,0,0,1,2,0,6,3,1,3,0
8680,4,7,417,2017,1,3,17,0,0,1,0,0,0,0,1,5,3,3,1,3,0
8681,2,9,221,2017,1,3,11,0,0,0,1,0,0,1,2,6,2,3,1,3,0
8682,2,8,220,2017,1,3,15,0,0,1,1,0,0,0,2,6,3,3,0,3,0
8683,4,2,403,2017,1,3,13,0,1,1,0,0,0,0,2,0,2,3,1,3,0
8684,4,2,404,2017,1,3,11,0,1,0,0,0,0,0,1,5,3,3,1,3,0
8685,1,4,111,2017,1,3,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8686,1,4,112,2017,1,3,9,0,1,1,0,0,0,0,2,3,6,3,0,3,0
8687,1,3,108,2017,1,3,20,0,0,1,0,0,0,0,1,5,2,3,0,3,0
8688,1,1,101,2017,1,3,19,0,0,1,1,0,0,0,2,6,2,3,0,2,1
8689,1,5,114,2017,1,3,23,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8690,1,5,113,2017,1,3,19,0,0,1,0,0,0,0,1,3,6,3,1,3,0
8691,7,2,703,2017,1,2,18,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8692,5,18,526,2017,1,2,17,0,0,1,0,0,0,1,2,1,5,3,0,3,0
8693,5,5,513,2017,1,2,15,0,0,1,0,0,0,0,1,2,2,3,1,3,0
8694,5,5,513,2017,1,2,6,0,0,1,0,0,0,1,2,5,2,3,1,3,0
8695,5,7,515,2017,1,2,10,0,0,1,1,0,0,0,2,6,4,3,1,2,1
8696,5,7,515,2017,1,2,17,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8697,5,7,515,2017,1,2,14,0,0,1,0,0,0,1,2,5,3,3,1,3,0
8698,4,10,429,2017,1,2,22,0,0,0,1,1,0,0,2,6,4,3,0,2,1
8699,4,8,421,2017,1,2,9,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8700,4,10,428,2017,1,2,7,0,0,1,0,0,0,0,1,1,6,3,1,3,0
8701,2,4,212,2017,1,2,10,0,1,0,1,0,0,0,2,6,6,3,0,3,0
8702,3,6,318,2017,1,2,18,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8703,2,1,202,2017,1,2,9,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8704,6,1,601,2017,1,1,2,0,0,1,0,0,0,0,1,1,1,3,2,3,0
8705,5,1,501,2017,1,1,19,0,0,1,0,0,0,0,1,5,2,3,1,3,0
8706,2,5,217,2017,1,1,17,0,0,1,0,1,0,0,2,5,2,3,1,3,0
8707,1,5,114,2017,1,1,2,0,0,1,1,0,0,0,2,6,4,3,1,2,1
8708,5,2,506,2017,1,7,18,0,0,1,0,0,0,0,1,5,2,3,2,3,0
8709,4,11,430,2017,1,7,13,0,0,1,0,0,0,0,1,2,2,3,2,3,0
8710,5,10,518,2017,1,7,14,0,0,1,0,0,0,0,1,2,6,3,2,3,0
8711,5,12,520,2017,1,7,11,0,0,1,0,0,0,0,1,9,1,3,2,3,0
8712,3,8,320,2017,1,7,17,0,0,0,0,0,0,1,1,5,7,3,2,3,0
8713,2,8,220,2017,1,7,20,0,0,1,0,0,0,0,1,1,5,3,1,3,0
8714,3,1,307,2017,1,7,12,0,1,1,0,0,0,0,2,1,7,3,2,3,0
8715,7,13,714,2017,1,6,14,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8716,1,11,128,2017,1,6,19,0,0,1,0,0,0,0,1,0,7,3,0,3,0
8717,1,12,130,2017,1,6,15,0,0,1,1,0,0,0,2,6,2,3,0,3,0
8718,1,7,119,2017,1,6,14,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8719,5,4,512,2017,1,6,14,0,0,1,0,0,0,0,1,5,3,3,0,2,1
8720,5,2,506,2017,1,6,20,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8721,4,10,429,2017,1,6,18,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8722,4,10,429,2017,1,6,15,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8723,4,5,410,2017,1,6,20,0,0,1,0,0,0,1,2,5,3,3,0,3,0
8724,4,5,413,2017,1,6,19,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8725,4,10,427,2017,1,6,14,0,0,0,1,0,0,1,2,0,4,3,0,3,0
8726,4,6,414,2017,1,6,8,0,1,0,0,0,0,0,1,0,7,3,0,3,0
8727,2,5,216,2017,1,6,14,0,1,1,0,0,0,0,2,5,3,3,0,2,1
8728,2,3,208,2017,1,6,7,0,0,1,0,0,0,0,1,4,2,3,0,3,0
8729,1,16,137,2017,1,6,6,0,0,1,0,0,0,0,1,4,7,3,0,3,0
8730,1,16,137,2017,1,5,7,0,0,1,0,1,0,0,2,5,2,3,0,3,0
8731,5,4,512,2017,1,5,15,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8732,1,12,130,2017,1,5,17,0,0,1,1,0,0,0,2,6,4,3,0,2,1
8733,5,6,514,2017,1,5,18,0,0,1,1,0,0,0,2,6,2,3,0,2,1
8734,5,18,526,2017,1,5,14,0,0,1,0,0,0,0,1,4,6,3,2,3,0
8735,4,9,424,2017,1,5,9,0,1,1,0,0,0,0,2,3,6,3,0,3,0
8736,5,10,518,2017,1,5,15,0,0,1,0,0,0,0,1,4,2,3,0,3,0
8737,4,13,432,2017,1,5,10,0,1,0,0,0,0,1,2,5,3,3,0,3,0
8738,4,4,407,2017,1,5,10,0,0,0,1,0,0,1,2,5,3,3,0,3,0
8739,3,9,321,2017,1,5,9,0,0,0,0,0,0,1,1,5,3,3,0,3,0
8740,2,11,223,2017,1,5,14,0,0,1,0,0,0,0,1,1,7,3,0,3,0
8741,2,14,227,2017,1,5,1,0,0,1,0,0,0,0,1,1,1,3,0,3,0
8742,2,7,219,2017,1,5,17,0,0,1,0,0,0,0,1,8,1,3,0,3,0
8743,4,5,408,2017,1,3,22,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8744,1,3,108,2017,2,7,12,0,0,0,1,0,0,1,2,0,4,3,0,3,0
8745,1,3,108,2017,2,7,6,0,0,1,0,0,0,1,2,2,6,3,1,3,0
8746,1,1,101,2017,2,7,0,0,0,1,1,0,0,0,2,6,4,3,0,2,1
8747,7,13,714,2017,2,6,14,0,0,1,1,0,0,0,2,6,2,3,1,3,0
8748,1,20,141,2017,2,6,13,0,0,1,1,0,0,0,2,6,4,3,1,3,0
8749,7,1,701,2017,2,6,16,0,0,1,0,0,0,0,1,5,3,3,1,3,0
8750,6,2,603,2017,2,6,16,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8751,1,12,130,2017,2,6,1,0,0,1,0,0,0,0,1,1,5,3,1,3,0
8752,1,8,123,2017,2,6,19,0,1,1,0,0,0,0,2,5,2,3,0,3,0
8753,1,8,123,2017,2,6,19,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8754,5,11,519,2017,2,6,15,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8755,5,9,517,2017,2,6,8,0,0,1,1,0,0,0,2,6,7,3,1,3,0
8756,4,13,432,2017,2,6,12,0,0,1,0,0,0,0,1,0,7,3,1,3,0
8757,3,8,320,2017,2,6,17,0,0,1,1,0,0,0,2,6,4,3,1,3,0
8758,2,6,218,2017,2,6,12,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8759,2,5,216,2017,2,6,15,0,1,0,0,0,0,0,1,0,7,3,1,2,1
8760,3,7,319,2017,2,6,19,0,0,1,1,0,0,0,2,6,4,3,0,2,1
8761,5,18,526,2017,2,2,18,0,0,1,0,0,0,1,2,4,6,3,1,3,0
8762,5,5,513,2017,2,2,17,0,0,1,0,1,0,0,2,5,3,3,1,3,0
8763,5,18,526,2017,2,2,7,0,0,1,1,0,0,0,2,6,4,3,1,3,0
8764,5,3,510,2017,2,2,15,0,0,1,0,0,0,1,2,3,6,3,1,3,0
8765,5,7,515,2017,2,2,14,0,0,1,1,0,0,0,2,6,4,3,1,3,0
8766,5,11,519,2017,2,2,17,0,0,1,0,0,0,0,1,4,1,3,1,2,1
8767,4,13,432,2017,2,2,7,0,1,1,0,0,0,0,2,5,2,3,1,3,0
8768,4,4,407,2017,2,2,16,0,1,1,0,0,0,0,2,1,5,3,1,3,0
8769,5,1,503,2017,2,2,13,0,0,1,1,0,0,0,2,6,4,3,1,3,0
8770,3,8,320,2017,2,2,19,0,0,1,1,0,0,0,2,6,4,3,1,3,0
8771,2,1,203,2017,2,2,16,0,0,1,0,0,0,0,1,4,2,3,1,3,0
8772,2,4,213,2017,2,2,7,0,1,1,0,0,0,0,2,1,5,3,1,3,0
8773,2,2,207,2017,2,2,14,0,1,1,0,0,0,0,2,1,7,3,1,3,0
8774,6,2,602,2017,2,1,6,0,0,1,0,0,0,0,1,1,6,3,1,3,0
8775,4,11,430,2017,2,1,17,0,0,1,0,0,0,0,1,3,2,3,1,3,0
8776,4,13,432,2017,2,1,12,0,1,0,0,0,0,0,1,0,7,3,1,3,0
8777,4,4,407,2017,2,1,13,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8778,5,1,501,2017,2,1,6,0,0,1,0,0,0,0,1,1,6,3,0,2,1
8779,2,5,216,2017,2,1,12,0,1,1,0,0,0,0,2,5,3,3,1,3,0
8780,3,1,307,2017,2,1,10,0,1,1,0,0,0,0,2,3,2,3,1,2,1
8781,7,8,709,2017,2,7,19,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8782,6,2,602,2017,2,7,12,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8783,1,8,121,2017,2,7,17,0,0,1,0,0,0,1,2,0,2,3,0,3,0
8784,5,4,512,2017,2,7,13,0,0,1,0,0,0,1,2,5,2,3,1,3,0
8785,5,18,526,2017,2,7,11,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8786,4,9,425,2017,2,7,19,0,0,1,0,0,0,0,1,5,2,3,0,3,0
8787,4,12,431,2017,2,7,10,0,0,1,0,0,0,0,1,5,7,3,0,3,0
8788,4,5,413,2017,2,7,18,0,1,0,1,0,0,0,2,6,6,3,0,3,0
8789,4,8,422,2017,2,7,22,0,0,1,0,0,0,0,1,4,2,3,0,3,0
8790,4,8,421,2017,2,7,14,0,0,1,0,0,0,0,1,3,6,3,0,3,0
8791,2,8,220,2017,2,7,20,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8792,2,1,204,2017,2,7,13,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8793,3,2,311,2017,2,7,7,0,0,1,0,0,0,0,1,5,7,3,1,3,0
8794,1,4,111,2017,2,7,12,0,1,1,0,0,0,0,2,3,2,3,0,3,0
8795,3,1,306,2017,2,6,23,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8796,4,2,404,2017,2,6,6,0,1,0,1,0,0,0,2,6,4,3,1,3,0
8797,3,1,301,2017,2,6,21,0,0,1,0,1,0,0,2,1,5,3,1,3,0
8798,3,1,303,2017,2,6,21,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8799,3,1,310,2017,2,6,19,0,0,1,1,0,0,0,2,6,7,3,0,3,0
8800,3,2,312,2017,2,6,18,0,0,1,1,0,0,0,2,6,4,3,0,2,1
8801,3,3,314,2017,2,6,11,0,0,1,0,0,0,1,2,4,2,3,0,3,0
8802,7,14,715,2017,2,5,14,0,0,1,0,0,0,1,2,2,6,3,0,3,0
8803,1,20,141,2017,2,5,6,0,0,1,1,0,0,0,2,6,4,3,0,3,0
8804,7,1,702,2017,2,5,6,0,0,1,0,0,0,1,2,5,3,3,0,2,1
8805,1,16,137,2017,2,5,4,0,0,0,0,1,0,0,1,0,7,3,0,2,1
8806,6,1,601,2017,2,5,7,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8807,6,2,602,2017,2,5,11,0,1,0,0,0,0,0,1,0,7,3,0,3,0
8808,1,12,130,2017,2,5,9,0,0,1,0,0,0,1,2,5,3,3,1,3,0
8809,5,11,519,2017,2,5,17,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8810,4,13,432,2017,2,5,22,0,0,1,0,0,0,0,1,8,5,3,1,2,1
8811,4,13,432,2017,2,5,12,0,1,0,0,0,0,1,2,5,3,3,0,3,0
8812,4,5,409,2017,2,5,16,0,0,1,0,1,0,0,2,5,3,3,1,3,0
8813,4,8,423,2017,2,5,18,0,0,1,1,0,0,0,2,6,4,3,1,3,0
8814,3,8,320,2017,2,5,19,0,0,1,0,0,0,0,1,5,3,3,1,3,0
8815,3,8,320,2017,2,5,10,0,0,0,1,0,0,1,2,6,2,3,0,3,0
8816,2,5,215,2017,2,5,18,0,0,1,0,0,0,0,1,5,3,3,1,3,0
8817,2,7,219,2017,2,5,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8818,4,2,404,2017,2,5,11,0,0,1,0,0,0,1,2,1,7,3,0,3,0
8819,4,2,404,2017,2,5,7,0,0,1,0,0,0,1,2,5,3,3,0,3,0
8820,4,2,405,2017,2,5,15,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8821,3,2,311,2017,2,5,15,0,1,1,0,0,0,0,2,5,2,3,0,3,0
8822,1,1,101,2017,2,5,15,0,0,1,0,0,0,1,2,2,6,3,0,3,0
8823,1,3,108,2017,2,5,0,0,0,1,0,0,0,0,1,4,2,3,0,3,0
8824,1,5,114,2017,2,5,10,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8825,7,1,701,2017,2,4,12,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8826,7,9,710,2017,2,4,7,0,0,1,0,0,0,0,1,2,6,3,1,3,0
8827,1,15,134,2017,2,4,22,0,0,0,1,0,0,1,2,6,2,3,0,3,0
8828,6,2,602,2017,2,4,15,0,0,1,0,0,0,1,2,2,2,3,0,3,0
8829,6,2,602,2017,2,4,14,0,0,0,0,1,0,0,1,0,1,3,0,3,0
8830,1,11,129,2017,2,4,13,0,0,1,0,0,0,1,2,4,1,3,0,2,1
8831,1,12,130,2017,2,4,10,0,0,1,0,0,0,0,1,2,2,3,0,3,0
8832,1,6,117,2017,2,4,20,0,0,1,0,0,0,0,1,0,7,3,0,2,1
8833,1,14,133,2017,2,4,11,0,0,0,0,1,0,0,1,0,1,3,0,3,0
8834,5,5,513,2017,2,4,6,0,1,0,0,0,0,0,1,3,6,3,0,3,0
8835,5,3,511,2017,2,4,16,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8836,5,12,520,2017,2,4,17,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8837,5,9,517,2017,2,4,16,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8838,4,5,409,2017,2,4,20,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8839,4,5,412,2017,2,4,7,0,0,0,0,1,0,0,1,0,1,3,1,3,0
8840,5,1,504,2017,2,4,18,0,0,1,1,0,0,0,2,6,4,3,0,2,1
8841,5,1,504,2017,2,4,9,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8842,3,8,320,2017,2,4,15,0,0,1,0,0,0,0,1,1,2,3,0,3,0
8843,2,8,220,2017,2,4,14,0,0,1,0,0,0,1,2,4,7,3,0,3,0
8844,3,5,317,2017,2,4,16,0,0,1,0,1,0,0,2,2,6,3,0,3,0
8845,3,1,306,2017,2,4,7,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8846,3,2,311,2017,2,4,20,0,0,1,0,0,0,0,1,3,6,3,0,3,0
8847,3,2,312,2017,2,4,15,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8848,1,1,101,2017,2,4,9,0,1,0,0,0,0,1,2,1,5,3,0,3,0
8849,1,5,113,2017,2,4,12,0,1,1,0,0,0,0,2,4,2,3,0,3,0
8850,7,1,701,2017,2,3,12,0,0,1,0,1,0,0,2,4,2,3,0,3,0
8851,1,16,136,2017,2,3,13,0,0,0,0,0,0,1,1,0,7,3,0,3,0
8852,5,2,505,2017,2,3,10,0,0,1,0,0,0,0,1,0,7,3,0,2,1
8853,5,7,515,2017,2,3,12,0,0,1,0,0,0,0,1,3,6,3,0,3,0
8854,4,11,430,2017,2,3,16,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8855,4,5,409,2017,2,3,0,0,0,1,0,0,0,1,2,1,5,3,0,3,0
8856,3,8,320,2017,2,3,10,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8857,3,9,321,2017,2,3,11,0,0,1,0,0,0,0,1,1,6,3,0,3,0
8858,2,13,226,2017,2,3,14,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8859,2,14,227,2017,2,3,8,0,1,0,0,0,0,0,1,0,7,3,2,3,0
8860,2,5,216,2017,2,3,13,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8861,3,7,319,2017,2,3,16,0,0,0,1,0,0,1,2,6,4,3,0,2,1
8862,4,2,404,2017,2,3,14,0,1,1,0,0,0,0,2,1,5,3,0,3,0
8863,3,1,302,2017,2,3,11,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8864,2,1,204,2017,2,3,18,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8865,6,3,604,2017,2,2,18,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8866,6,2,603,2017,2,2,14,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8867,1,12,130,2017,2,2,8,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8868,5,18,526,2017,2,2,6,0,0,1,1,0,0,0,2,6,4,3,1,2,1
8869,4,11,430,2017,2,2,16,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8870,5,17,525,2017,2,2,12,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8871,4,11,430,2017,2,2,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8872,2,9,221,2017,2,2,11,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8873,2,1,202,2017,2,2,7,0,0,1,0,0,0,0,1,4,2,3,1,3,0
8874,1,12,130,2017,2,1,18,0,0,1,1,0,0,0,2,6,4,3,0,3,0
8875,4,10,428,2017,2,1,11,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8876,2,8,220,2017,2,1,19,0,0,1,0,0,0,0,1,4,2,3,0,3,0
8877,3,6,318,2017,2,1,21,0,0,1,0,0,0,0,1,8,1,3,2,3,0
8878,4,4,407,2017,2,1,23,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8879,2,1,203,2017,2,1,14,0,0,1,1,0,0,0,2,6,2,3,0,3,0
8880,1,5,114,2017,2,1,5,0,0,1,1,0,0,0,2,6,4,3,0,3,0
8881,1,12,130,2017,2,7,16,0,0,1,0,0,0,0,1,2,2,3,0,3,0
8882,5,7,515,2017,2,7,18,0,0,1,0,0,0,0,1,2,6,3,2,3,0
8883,5,13,521,2017,2,7,17,0,0,1,1,0,0,0,2,6,7,3,0,3,0
8884,5,11,519,2017,2,7,12,0,0,1,0,0,0,0,1,8,1,3,2,3,0
8885,2,1,206,2017,2,7,20,0,1,1,0,0,0,0,2,5,7,3,0,3,0
8886,7,13,714,2017,2,6,13,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8887,4,12,431,2017,2,6,9,0,0,1,0,0,0,0,1,8,7,3,0,2,1
8888,3,4,315,2017,2,6,22,0,1,1,0,0,0,0,2,4,2,3,0,3,0
8889,4,1,402,2017,2,6,7,0,1,1,0,0,0,0,2,1,5,3,0,3,0
8890,2,4,213,2017,2,6,19,0,1,1,0,0,0,0,2,1,6,3,0,3,0
8891,3,3,314,2017,2,6,12,0,0,1,0,0,0,0,1,0,7,3,0,3,0
8892,1,3,108,2017,2,6,9,0,1,1,0,0,0,0,2,3,2,3,0,3,0
8893,7,4,705,2017,2,5,22,0,0,1,0,0,0,0,1,8,5,3,0,3,0
8894,5,5,513,2017,2,5,18,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8895,5,18,526,2017,2,5,20,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8896,5,2,508,2017,2,5,16,0,0,1,0,0,0,0,1,1,6,3,0,3,0
8897,5,2,507,2017,2,5,15,0,0,1,0,0,0,0,1,1,6,3,0,3,0
8898,2,12,225,2017,2,5,18,0,1,1,0,0,0,0,2,5,3,3,0,3,0
8899,2,14,227,2017,2,5,19,0,0,0,1,0,0,1,2,6,4,3,0,3,0
8900,1,1,101,2017,2,5,11,0,0,0,1,0,0,1,2,6,4,3,0,3,0
8901,1,17,138,2017,2,5,5,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8902,7,1,702,2017,2,4,9,0,0,0,0,0,0,1,1,8,7,3,0,3,0
8903,6,1,601,2017,2,4,9,0,0,0,1,0,0,1,2,0,4,3,0,3,0
8904,1,8,123,2017,2,4,7,0,0,0,1,0,0,1,2,6,7,3,0,3,0
8905,1,6,116,2017,2,4,18,0,0,1,0,0,0,0,1,2,2,3,0,3,0
8906,5,2,505,2017,2,4,15,0,0,1,1,0,0,0,2,6,4,3,0,3,0
8907,5,8,516,2017,2,4,15,0,0,1,1,0,0,0,2,6,7,3,0,3,0
8908,5,7,515,2017,2,4,20,0,0,1,1,0,0,0,2,6,4,3,0,3,0
8909,4,10,427,2017,2,4,17,0,0,1,0,0,0,0,1,5,2,3,0,3,0
8910,2,9,221,2017,2,4,17,0,0,1,1,0,0,0,2,6,3,3,0,3,0
8911,2,4,211,2017,2,4,12,0,0,1,0,0,0,1,2,0,7,3,0,3,0
8912,1,4,112,2017,2,4,13,0,1,1,0,0,0,0,2,3,2,3,0,3,0
8913,7,7,708,2017,2,3,8,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8914,5,6,514,2017,2,3,17,0,0,1,0,0,0,0,1,5,3,3,0,3,0
8915,5,2,505,2017,2,3,12,0,0,1,0,0,0,1,2,2,6,3,0,3,0
8916,5,17,525,2017,2,3,8,0,0,1,1,0,0,0,2,6,7,3,0,3,0
8917,4,6,415,2017,2,3,18,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8918,4,6,414,2017,2,3,7,0,1,0,0,0,0,1,2,3,6,3,0,3,0
8919,4,10,428,2017,2,3,7,0,1,1,0,0,0,0,2,3,6,3,0,3,0
8920,4,6,415,2017,2,3,22,0,1,0,0,1,0,0,2,5,3,3,1,3,0
8921,2,5,217,2017,2,3,21,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8922,2,8,220,2017,2,3,13,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8923,7,13,714,2017,2,2,7,0,0,1,0,0,0,0,1,2,2,3,1,3,0
8924,6,10,611,2017,2,2,7,0,0,1,1,0,0,0,2,6,4,3,0,3,0
8925,5,18,526,2017,2,2,15,0,0,1,0,0,0,1,2,2,6,3,0,3,0
8926,5,18,526,2017,2,2,15,0,0,1,0,0,0,1,2,3,7,3,0,3,0
8927,5,3,511,2017,2,2,18,0,0,0,1,0,0,1,2,6,7,3,0,2,1
8928,5,7,515,2017,2,2,12,0,0,1,0,0,0,0,1,2,6,3,0,3,0
8929,5,7,515,2017,2,2,14,0,1,1,0,0,0,0,2,5,2,3,0,2,1
8930,4,13,432,2017,2,2,7,0,0,1,0,1,0,0,2,5,3,3,0,3,0
8931,4,7,417,2017,2,2,13,0,0,1,0,0,0,1,2,3,7,3,0,2,1
8932,2,9,221,2017,2,2,16,0,0,1,1,0,0,0,2,6,4,3,0,3,0
8933,3,5,317,2017,2,2,16,0,0,1,1,0,0,0,2,0,7,3,0,3,0
