SN,District,Imperial_Circle,Community,Year,Month,Weekday,Hour,Road,Cycle,Car,Pedestrians,Motorcycle,Goods Vehicle,Others,Total,Collision Type,Accident Type,Light Condition,Road Condition,Accident_Severity,Tend_to_Death
16352,3,8,320,2018,2,2,15,0,0,1,0,0,0,0,1,5,2,3,1,3,0
16353,6,2,602,2018,2,5,19,0,1,1,0,0,0,0,2,5,3,3,2,3,0
16354,1,5,114,2018,3,1,5,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16355,1,5,114,2018,2,7,16,0,0,1,0,0,0,1,2,0,7,3,0,3,0
16356,1,6,115,2018,2,5,18,0,0,1,0,0,0,0,1,1,6,3,2,3,0
16357,1,4,111,2018,3,5,12,0,0,1,1,0,0,0,2,6,4,3,0,3,0
16358,3,9,321,2018,2,2,14,0,0,1,0,0,0,0,1,3,6,3,1,3,0
16359,4,9,424,2018,2,5,12,0,0,1,0,0,0,1,2,5,3,3,0,3,0
16360,2,8,220,2018,2,2,7,0,0,1,0,0,0,0,1,2,6,3,2,3,0
16361,5,2,508,2018,2,5,12,0,0,1,0,0,0,0,1,5,3,3,1,3,0
16362,2,5,216,2018,3,3,14,0,1,1,0,0,0,0,2,5,2,3,0,3,0
16363,4,10,427,2018,2,5,6,0,0,1,1,0,0,0,2,6,2,3,0,3,0
16364,5,6,514,2018,2,4,17,0,0,1,0,0,0,0,1,9,1,3,2,3,0
16365,1,8,121,2018,3,6,5,0,1,1,0,0,0,0,2,5,2,3,0,3,0
16366,3,2,311,2018,2,6,11,0,0,1,0,0,0,1,2,2,6,3,0,3,0
16367,4,10,427,2018,2,5,16,0,1,0,1,0,0,0,2,6,4,3,0,3,0
16368,3,7,319,2018,2,2,18,0,0,1,1,0,0,0,2,6,2,3,1,3,0
16369,3,9,321,2018,2,5,18,0,0,1,1,0,0,0,2,6,4,3,1,3,0
16370,1,17,138,2018,2,2,15,0,0,1,0,0,1,0,2,3,6,3,1,3,0
16371,3,4,316,2018,2,5,14,0,0,1,0,0,0,0,1,2,6,3,1,3,0
16372,1,3,107,2018,2,5,21,0,0,1,1,0,0,0,2,6,2,3,1,3,0
16373,7,10,711,2018,2,1,10,0,0,1,0,0,0,0,1,4,2,3,1,3,0
16374,1,3,106,2018,2,5,1,0,1,0,0,0,0,0,1,0,7,3,0,3,0
16375,1,11,128,2018,3,2,14,0,1,1,0,0,0,0,2,5,3,3,0,2,1
16376,1,5,113,2018,2,5,18,0,1,1,0,0,0,0,2,3,2,3,1,3,0
16377,2,11,224,2018,3,6,16,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16378,1,15,134,2018,2,5,1,0,0,1,0,0,0,0,1,7,7,3,1,3,0
16379,1,20,141,2018,2,4,16,0,0,1,1,0,0,0,2,6,4,3,0,3,0
16380,7,10,711,2018,2,1,8,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16381,6,1,601,2018,3,4,16,0,0,1,1,0,0,0,2,6,4,3,1,3,0
16382,6,5,606,2018,2,4,14,0,0,1,0,0,0,0,1,5,2,3,0,3,0
16383,1,8,122,2018,2,4,7,0,1,1,0,0,0,0,2,5,2,3,0,3,0
16384,3,8,320,2018,3,2,5,0,0,1,0,0,0,0,1,3,6,3,2,3,0
16385,5,18,526,2018,2,4,7,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16386,5,6,514,2018,3,5,10,0,0,1,1,0,0,0,2,6,2,3,0,3,0
16387,5,17,525,2018,3,2,11,0,0,1,0,0,0,0,1,4,2,3,1,2,1
16388,2,8,220,2018,2,4,18,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16389,7,13,714,2018,3,5,9,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16390,4,13,432,2018,2,5,14,0,0,1,0,0,0,1,2,2,6,3,0,3,0
16391,3,3,314,2018,2,4,8,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16392,5,6,514,2018,2,1,21,0,0,1,0,0,0,0,1,1,6,3,2,3,0
16393,5,4,512,2018,3,4,16,0,0,1,1,0,0,0,2,6,4,3,1,3,0
16394,1,5,114,2018,2,4,8,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16395,4,4,407,2018,3,4,9,0,0,1,0,0,0,0,1,5,3,3,1,3,0
16396,1,16,137,2018,2,2,7,0,0,1,0,0,1,0,2,4,6,3,1,2,1
16397,1,5,113,2018,2,4,22,0,0,1,0,1,0,0,2,2,6,3,0,3,0
16398,1,11,128,2018,3,1,7,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16399,4,10,428,2018,2,7,22,0,0,1,0,0,0,0,1,8,5,3,0,3,0
16400,7,14,715,2018,2,3,7,0,0,1,1,0,0,0,2,6,4,3,2,3,0
16401,4,2,404,2018,3,5,16,0,0,1,0,0,0,1,2,0,7,3,0,3,0
16402,4,8,420,2018,2,1,10,0,0,1,0,0,0,0,1,5,3,3,1,3,0
16403,1,20,141,2018,2,3,9,0,0,1,1,0,0,0,2,6,4,3,2,3,0
16404,2,11,223,2018,2,1,20,0,0,1,0,0,0,0,1,1,5,3,2,3,0
16405,7,1,702,2018,2,3,9,0,0,1,0,0,0,1,2,4,2,3,1,2,1
16406,5,7,515,2018,3,3,12,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16407,2,4,214,2018,2,5,18,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16408,5,10,518,2018,3,4,6,0,0,1,1,0,0,0,2,6,2,3,1,3,0
16409,6,1,601,2018,2,3,12,0,0,1,1,0,0,0,2,6,2,3,1,2,1
16410,7,4,705,2018,3,3,19,0,0,1,0,0,0,0,1,2,7,3,0,3,0
16411,6,2,602,2018,2,3,12,0,0,1,0,0,1,0,2,2,6,3,1,3,0
16412,6,2,602,2018,3,7,9,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16413,6,1,601,2018,2,6,23,0,0,1,0,0,0,0,1,8,1,3,0,3,0
16414,1,12,130,2018,2,3,10,0,0,1,1,0,0,0,2,6,4,3,2,3,0
16415,1,15,134,2018,2,4,9,0,0,0,1,0,0,1,2,9,7,3,2,3,0
16416,5,18,526,2018,2,3,19,0,0,1,0,0,0,0,1,2,2,3,1,3,0
16417,5,6,514,2018,2,3,10,0,0,1,0,0,0,0,1,1,6,3,1,3,0
16418,1,1,102,2018,3,3,9,0,0,0,1,0,0,1,2,0,7,3,0,3,0
16419,5,6,514,2018,2,3,14,0,0,1,0,0,0,0,1,1,2,3,1,3,0
16420,5,10,518,2018,3,6,13,0,0,1,0,0,0,0,1,5,3,3,2,3,0
16421,1,4,110,2018,2,6,17,0,1,1,0,0,0,0,2,1,5,3,0,3,0
16422,5,6,514,2018,2,3,1,0,0,1,0,0,0,0,1,8,1,3,2,3,0
16423,3,7,319,2018,3,7,9,0,0,1,0,0,0,0,1,9,1,3,0,3,0
16424,4,6,415,2018,2,6,20,0,0,1,0,0,0,0,1,8,1,3,0,2,1
16425,5,10,518,2018,2,3,9,0,0,1,1,0,0,0,2,6,7,3,1,3,0
16426,4,13,432,2018,2,3,10,0,0,1,1,0,0,0,2,6,4,3,1,3,0
16427,4,5,410,2018,2,3,20,0,1,1,0,0,0,0,2,3,6,3,0,3,0
16428,1,8,126,2018,3,2,6,0,0,1,0,0,0,1,2,1,1,3,2,3,0
16429,5,1,501,2018,2,3,15,0,0,0,0,1,0,0,1,0,7,3,1,3,0
16430,2,11,223,2018,3,6,12,0,0,1,1,0,0,0,2,6,7,3,0,3,0
16431,4,11,430,2018,2,5,18,0,0,1,0,0,0,0,1,2,6,3,0,2,1
16432,3,8,320,2018,2,3,14,0,0,1,0,0,0,0,1,5,2,3,1,3,0
16433,4,8,423,2018,2,4,19,0,0,1,0,0,0,0,1,2,6,3,2,3,0
16434,6,2,602,2018,3,4,12,0,0,1,1,0,0,0,2,6,4,3,1,3,0
16435,3,8,320,2018,2,3,10,0,0,1,1,0,0,0,2,6,4,3,0,3,0
16436,4,7,417,2018,3,4,1,0,0,1,0,0,0,0,1,2,7,3,0,3,0
16437,3,9,321,2018,2,3,10,0,0,0,0,1,0,0,1,0,7,3,1,3,0
16438,2,9,221,2018,2,3,20,0,0,1,0,0,0,0,1,8,1,3,1,3,0
16439,2,5,216,2018,2,3,14,0,0,1,0,0,0,0,1,2,2,3,0,3,0
16440,4,8,423,2018,3,2,18,0,0,1,1,0,0,0,2,6,7,3,0,3,0
16441,2,8,220,2018,2,3,15,0,1,1,0,0,0,0,2,5,3,3,0,2,1
16442,1,11,129,2018,3,5,19,0,0,1,0,0,0,0,1,5,2,3,1,3,0
16443,2,8,220,2018,2,5,16,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16444,4,9,425,2018,3,4,20,0,0,1,1,0,0,0,2,6,2,3,0,3,0
16445,2,1,204,2018,2,3,9,0,1,1,0,0,0,0,2,4,2,3,0,3,0
16446,2,3,210,2018,3,4,18,0,0,0,1,0,0,1,2,6,3,3,0,3,0
16447,5,6,514,2018,2,2,9,0,0,1,1,0,0,0,2,6,4,3,1,3,0
16448,2,8,220,2018,3,1,19,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16449,2,3,208,2018,2,7,14,0,0,1,0,0,0,1,2,0,7,3,0,3,0
16450,4,2,405,2018,3,5,10,0,1,1,0,0,0,0,2,5,3,3,1,3,0
16451,5,7,515,2018,4,3,23,0,0,1,1,0,0,0,2,6,4,3,0,2,1
16452,2,1,203,2018,3,5,18,0,0,1,0,0,0,0,1,2,6,3,1,3,0
16453,2,3,209,2018,3,5,14,0,1,0,1,0,0,0,2,6,7,3,1,3,0
16454,4,7,417,2018,3,6,6,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16455,1,4,109,2018,3,5,18,0,1,1,0,0,0,0,2,3,2,3,0,3,0
16456,5,10,518,2018,3,3,7,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16457,1,3,108,2018,3,5,15,0,0,0,0,1,0,0,1,0,1,3,1,3,0
16458,4,4,407,2018,4,5,17,0,0,1,1,0,0,0,2,6,4,3,1,3,0
16459,1,4,109,2018,3,5,17,0,0,1,0,0,0,0,1,2,6,3,1,3,0
16460,5,18,526,2018,4,2,17,0,1,1,0,0,0,0,2,0,3,3,0,3,0
16461,1,19,140,2018,3,5,7,0,0,1,0,0,1,0,2,2,6,3,1,3,0
16462,7,1,701,2018,3,4,16,0,1,0,0,0,0,1,2,5,3,3,0,3,0
16463,5,6,514,2018,3,5,9,0,0,1,1,0,0,0,2,6,4,3,1,2,1
16464,1,15,134,2018,3,4,14,0,0,1,0,0,1,0,2,3,6,3,0,3,0
16465,2,7,219,2018,3,2,17,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16466,6,1,601,2018,3,4,18,0,1,0,0,0,0,1,2,5,3,3,0,3,0
16467,1,11,129,2018,3,5,13,0,0,1,0,0,1,0,2,3,6,3,1,3,0
16468,1,12,130,2018,3,4,9,0,0,1,0,0,0,0,1,2,2,3,0,3,0
16469,5,6,514,2018,3,6,11,0,0,1,0,0,0,1,2,0,6,3,0,3,0
16470,1,5,113,2018,3,3,6,0,0,1,0,1,0,0,2,2,6,3,0,3,0
16471,3,4,315,2018,3,5,8,0,1,1,0,0,0,0,2,1,5,3,1,3,0
16472,5,4,512,2018,3,4,16,0,0,1,0,0,0,0,1,1,6,3,0,3,0
16473,1,4,111,2018,4,5,9,0,0,0,1,0,1,0,2,0,4,3,1,3,0
16474,5,5,513,2018,3,4,7,0,1,1,0,0,0,0,2,3,6,3,0,2,1
16475,1,12,130,2018,4,1,14,0,0,0,1,0,0,1,2,6,4,3,0,3,0
16476,5,7,515,2018,3,4,10,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16477,4,13,432,2018,3,4,15,0,0,1,0,0,0,0,1,5,2,3,1,3,0
16478,2,3,210,2018,3,5,20,0,0,1,0,0,0,1,2,2,2,3,0,3,0
16479,4,13,432,2018,3,4,5,0,0,1,0,0,0,0,1,5,7,3,0,3,0
16480,5,6,514,2018,3,1,19,0,0,1,0,0,0,0,1,5,7,3,0,3,0
16481,2,8,220,2018,3,4,8,0,1,0,0,0,0,1,2,4,2,3,0,3,0
16482,3,3,314,2018,4,4,8,0,1,1,0,0,0,0,2,4,2,3,0,3,0
16483,2,5,215,2018,3,4,7,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16484,4,13,432,2018,3,7,14,0,0,0,0,0,0,1,1,0,7,3,1,3,0
16485,1,5,114,2018,3,4,18,0,0,0,1,0,0,1,2,0,4,3,0,3,0
16486,1,16,136,2018,4,4,13,0,0,0,0,0,0,1,1,0,2,3,0,2,1
16487,1,19,140,2018,3,3,17,0,0,1,0,0,1,0,2,3,6,3,0,3,0
16488,1,12,130,2018,3,7,9,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16489,1,16,137,2018,3,3,5,0,1,1,0,0,0,0,2,5,2,3,1,3,0
16490,6,14,615,2018,3,3,14,0,0,1,0,0,0,0,1,1,7,3,0,3,0
16491,4,6,415,2018,3,4,16,0,0,1,0,0,0,0,1,2,6,3,1,3,0
16492,1,12,130,2018,3,3,10,0,0,0,0,0,0,1,1,1,6,3,0,3,0
16493,3,4,316,2018,4,6,8,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16494,1,5,114,2018,3,1,12,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16495,1,14,132,2018,3,3,16,0,0,0,0,0,1,1,2,2,6,3,0,3,0
16496,5,6,514,2018,4,3,8,0,0,1,0,0,0,0,1,4,7,3,1,3,0
16497,5,18,526,2018,3,3,7,0,0,1,0,0,0,0,1,1,6,3,0,3,0
16498,1,16,136,2018,3,6,2,0,0,1,0,0,1,0,2,1,5,3,0,3,0
16499,5,18,526,2018,3,3,10,0,0,0,0,1,0,0,1,0,1,3,0,3,0
16500,6,1,601,2018,3,3,17,0,1,0,0,0,0,0,1,0,7,3,0,3,0
16501,5,18,526,2018,3,3,11,0,0,0,0,1,0,0,1,8,7,3,0,3,0
16502,5,18,526,2018,3,3,15,0,0,1,0,0,0,0,1,3,2,3,0,3,0
16503,1,4,111,2018,3,4,12,0,0,1,0,0,0,0,1,2,2,3,1,3,0
16504,4,9,425,2018,3,3,11,0,0,1,0,0,0,1,2,3,6,3,0,3,0
16505,1,1,102,2018,4,6,14,0,1,0,1,0,0,0,2,6,4,3,0,3,0
16506,2,1,201,2018,3,7,15,0,0,1,0,0,0,0,1,5,2,3,0,3,0
16507,3,1,309,2018,3,5,14,0,0,1,0,0,0,0,1,3,6,3,0,3,0
16508,5,3,510,2018,3,3,11,0,0,1,0,0,1,0,2,2,6,3,0,3,0
16509,2,13,226,2018,4,3,16,0,0,1,1,0,0,0,2,6,4,3,0,3,0
16510,4,9,424,2018,3,3,19,0,0,1,1,0,0,0,2,6,2,3,0,3,0
16511,5,7,515,2018,3,3,7,0,0,1,0,0,0,1,2,2,6,3,1,3,0
16512,1,2,103,2018,3,6,17,0,1,1,0,0,0,0,2,3,6,3,0,3,0
16513,4,10,429,2018,3,3,16,0,0,1,0,0,0,0,1,1,5,3,0,3,0
16514,5,2,507,2018,3,6,13,0,0,1,0,0,0,0,1,4,7,3,0,2,1
16515,3,8,320,2018,3,3,8,0,0,1,0,0,1,0,2,2,6,3,1,3,0
16516,1,2,103,2018,3,5,17,0,0,1,0,0,0,1,2,3,6,3,1,3,0
16517,4,5,413,2018,3,3,7,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16518,4,6,415,2018,4,5,17,0,0,1,0,0,0,0,1,2,6,3,1,3,0
16519,4,5,408,2018,3,3,10,0,0,1,0,0,0,0,1,1,7,3,0,3,0
16520,1,3,105,2018,4,2,13,0,0,1,0,0,0,1,2,2,6,3,0,2,1
16521,3,9,321,2018,3,3,9,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16522,1,6,116,2018,3,6,18,0,0,1,0,1,0,0,2,0,3,3,0,2,1
16523,5,7,515,2018,4,5,9,0,0,1,0,0,0,0,1,1,6,3,0,3,0
16524,2,4,213,2018,3,3,14,0,0,1,1,0,0,0,2,6,4,3,0,2,1
16525,1,3,107,2018,4,3,13,0,1,1,0,0,0,0,2,0,7,3,0,3,0
16526,2,1,202,2018,3,3,5,0,1,0,0,0,0,1,2,2,6,3,2,3,0
16527,1,19,140,2018,3,3,17,0,0,1,0,0,1,0,2,2,6,3,0,3,0
16528,1,6,116,2018,3,5,17,0,0,1,1,0,0,0,2,6,7,3,1,3,0
16529,7,1,702,2018,3,2,8,0,0,1,0,0,0,1,2,1,5,3,0,3,0
16530,4,11,430,2018,3,6,17,0,1,1,0,0,0,0,2,4,2,3,0,3,0
16531,6,1,601,2018,3,2,13,0,1,0,0,0,0,1,2,5,3,3,0,3,0
16532,1,11,129,2018,3,2,7,0,0,1,0,0,0,0,1,2,2,3,0,3,0
16533,1,3,108,2018,4,5,15,0,0,1,0,1,0,0,2,2,6,3,1,3,0
16534,1,11,129,2018,3,2,11,0,0,1,0,0,0,0,1,8,1,3,0,3,0
16535,2,2,207,2018,4,1,19,0,1,1,0,0,0,0,2,4,2,3,0,3,0
16536,1,14,132,2018,3,2,5,0,0,1,1,0,0,0,2,6,4,3,0,3,0
16537,1,6,115,2018,3,2,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16538,5,4,512,2018,3,4,11,0,0,1,0,0,0,0,1,1,5,3,1,3,0
16539,5,3,510,2018,3,2,12,0,0,1,1,0,0,0,2,5,3,3,0,3,0
16540,4,5,413,2018,4,6,18,0,1,1,0,0,0,0,2,1,6,3,0,3,0
16541,4,12,431,2018,3,2,11,0,0,1,0,0,0,0,1,1,6,3,0,3,0
16542,4,7,417,2018,3,2,9,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16543,5,3,511,2018,3,5,8,0,0,1,1,0,0,0,2,6,4,3,2,3,0
16544,2,9,221,2018,3,2,13,0,0,1,0,0,0,1,2,3,6,3,0,3,0
16545,3,2,312,2018,3,2,10,0,0,1,0,1,0,0,2,0,5,3,0,3,0
16546,2,5,215,2018,3,2,12,0,0,1,0,0,1,0,2,2,6,3,0,3,0
16547,4,11,430,2018,4,4,9,0,1,1,0,0,0,0,2,0,3,3,0,3,0
16548,3,4,315,2018,3,2,17,0,0,1,1,0,0,0,2,6,4,3,0,3,0
16549,5,3,510,2018,3,7,3,0,1,0,0,0,0,0,1,0,7,3,0,3,0
16550,3,5,317,2018,3,2,11,0,0,1,0,1,0,0,2,1,5,3,0,3,0
16551,3,2,312,2018,3,2,16,0,1,1,0,0,0,0,2,3,6,3,0,3,0
16552,3,6,318,2018,3,4,21,0,0,1,0,0,0,0,1,4,7,3,1,3,0
16553,5,7,515,2018,3,6,16,0,0,0,0,1,0,1,2,4,6,3,0,3,0
16554,7,4,705,2018,3,6,7,0,0,1,1,0,0,0,2,6,7,3,0,3,0
16555,3,3,314,2018,3,2,15,0,0,0,1,0,0,1,2,6,4,3,0,3,0
16556,2,3,210,2018,4,6,9,0,1,0,0,0,0,0,1,5,3,3,0,3,0
16557,5,2,505,2018,3,7,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16558,1,4,111,2018,3,2,15,0,0,1,0,0,0,0,1,1,5,3,0,3,0
16559,4,9,425,2018,4,3,6,0,0,1,0,0,0,0,1,5,6,3,1,3,0
16560,5,9,517,2018,3,1,12,0,1,1,0,0,0,0,2,1,7,3,0,3,0
16561,1,5,114,2018,3,2,19,0,0,0,0,0,0,1,1,5,3,3,0,3,0
16562,7,7,708,2018,4,3,8,0,1,0,0,0,0,1,2,0,3,3,1,3,0
16563,1,5,113,2018,3,2,8,0,1,1,0,0,0,0,2,4,6,3,0,3,0
16564,2,8,220,2018,3,7,14,0,1,0,0,0,0,1,2,0,7,3,1,3,0
16565,1,17,138,2018,3,2,7,0,0,1,0,0,0,0,1,4,2,3,0,3,0
16566,1,12,130,2018,3,1,16,0,0,1,0,0,0,0,1,4,6,3,0,2,1
16567,1,4,109,2018,3,4,8,0,1,1,0,0,0,0,2,3,2,3,1,3,0
16568,5,7,515,2018,3,6,8,0,0,1,0,0,0,1,2,5,3,3,0,3,0
16569,5,6,514,2018,3,1,17,0,0,1,0,0,0,1,2,5,3,3,0,3,0
16570,1,11,129,2018,4,5,18,0,1,0,0,0,0,0,1,7,7,3,0,3,0
16571,1,1,102,2018,3,5,9,0,1,0,0,0,0,0,1,3,2,3,1,3,0
16572,5,16,524,2018,3,1,13,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16573,2,5,215,2018,4,3,9,0,0,1,0,0,1,0,2,3,6,3,1,3,0
16574,3,1,301,2018,3,1,14,0,1,1,0,0,0,0,2,1,5,3,0,3,0
16575,1,4,112,2018,3,1,4,0,0,0,1,0,0,1,2,6,4,3,0,3,0
16576,6,3,604,2018,3,5,20,0,0,1,1,0,0,0,2,6,6,3,0,2,1
16577,2,12,225,2018,3,6,6,0,0,1,0,1,0,0,2,2,6,3,0,3,0
16578,6,2,603,2018,3,7,16,0,1,0,1,0,0,0,2,6,7,3,0,2,1
16579,5,5,513,2018,3,7,16,0,0,1,0,0,0,0,1,4,1,3,0,3,0
16580,4,7,416,2018,3,7,12,0,0,1,1,0,0,0,2,6,4,3,0,3,0
16581,1,11,129,2018,3,6,20,0,0,1,0,0,0,1,2,0,6,3,0,3,0
16582,2,4,211,2018,3,7,0,0,0,1,0,0,0,1,2,4,2,3,0,3,0
16583,5,7,515,2018,3,3,9,0,0,1,1,0,0,0,2,6,2,3,0,3,0
16584,2,5,216,2018,3,6,6,0,0,1,0,1,0,0,2,5,3,3,1,3,0
16585,5,3,510,2018,3,6,18,0,0,1,0,1,0,0,2,2,1,3,0,2,1
16586,4,12,431,2018,4,5,7,0,1,1,0,0,0,0,2,5,3,3,1,3,0
16587,4,5,408,2018,3,6,19,0,0,1,1,0,0,0,2,6,4,3,0,2,1
16588,5,18,526,2018,4,2,18,0,1,0,0,0,0,0,1,0,7,3,0,3,0
16589,4,10,427,2018,3,6,15,0,0,1,0,0,0,1,2,1,7,3,0,3,0
16590,3,8,320,2018,3,6,15,0,0,1,0,0,0,0,1,1,6,3,0,3,0
16591,5,4,512,2018,3,5,11,0,0,0,0,0,0,1,1,0,7,3,0,3,0
16592,3,7,319,2018,3,6,11,0,1,1,0,0,0,0,2,0,3,3,0,3,0
16593,3,5,317,2018,3,6,7,0,0,1,0,0,0,0,1,4,2,3,0,3,0
16594,5,18,526,2018,3,2,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16595,2,4,214,2018,3,6,18,0,0,1,0,0,0,0,1,4,2,3,0,3,0
16596,4,3,406,2018,3,6,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16597,1,1,102,2018,4,5,13,0,1,1,0,0,0,0,2,3,2,3,0,3,0
16598,2,1,206,2018,3,3,9,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16599,1,4,112,2018,3,6,4,0,1,0,1,0,0,0,2,6,6,3,0,3,0
16600,2,8,220,2018,4,5,7,0,0,1,0,0,0,1,2,1,6,3,1,3,0
16601,1,3,108,2018,3,6,23,0,0,1,0,0,0,0,1,4,2,3,0,3,0
16602,6,2,602,2018,4,1,4,0,0,1,0,0,0,0,1,9,1,3,0,2,1
16603,1,3,108,2018,3,6,18,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16604,5,6,514,2018,3,5,19,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16605,2,8,220,2018,3,5,8,0,0,1,0,0,0,1,2,2,6,3,2,3,0
16606,2,4,213,2018,3,6,12,0,0,1,0,0,0,1,2,0,7,3,0,3,0
16607,3,9,321,2018,3,5,18,0,0,1,1,0,0,0,2,6,4,3,0,2,1
16608,6,1,601,2018,3,1,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16609,2,9,221,2018,3,5,9,0,0,0,0,0,0,1,1,0,7,3,0,3,0
16610,3,7,319,2018,4,4,20,0,0,0,0,1,0,0,1,0,7,3,1,3,0
16611,2,5,217,2018,3,5,16,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16612,4,9,425,2018,3,7,21,0,0,1,0,0,0,0,1,5,3,3,1,2,1
16613,3,7,319,2018,3,5,15,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16614,2,1,202,2018,3,5,19,0,0,1,0,1,0,0,2,0,7,3,0,3,0
16615,3,1,304,2018,3,4,22,0,0,1,1,0,0,0,2,6,3,3,1,2,1
16616,2,1,202,2018,3,5,14,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16617,2,2,207,2018,4,1,17,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16618,1,5,114,2018,3,5,17,0,1,1,0,0,0,0,2,0,7,3,0,3,0
16619,6,1,601,2018,3,4,17,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16620,5,10,518,2018,3,4,7,0,1,1,0,0,0,0,2,5,3,3,1,3,0
16621,2,1,203,2018,3,6,7,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16622,5,4,512,2018,3,4,17,0,0,1,0,0,0,0,1,2,6,3,0,3,0
16623,2,8,220,2018,4,6,7,0,1,1,0,0,0,0,2,5,2,3,0,3,0
16624,4,5,408,2018,3,1,1,0,1,1,0,0,0,0,2,1,5,3,1,3,0
16625,5,7,515,2018,3,4,12,0,0,1,0,0,0,0,1,1,5,3,0,3,0
16626,5,5,513,2018,4,3,13,0,0,1,1,0,0,0,2,2,6,3,0,2,1
16627,5,17,525,2018,3,4,16,0,0,1,0,1,0,0,2,0,3,3,0,3,0
16628,2,4,213,2018,3,7,8,0,0,1,0,0,0,1,2,1,5,3,0,3,0
16629,4,5,410,2018,3,4,9,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16630,1,16,137,2018,3,4,14,0,0,1,0,0,1,0,2,2,6,3,1,3,0
16631,2,4,211,2018,3,6,16,0,1,1,0,0,0,0,2,4,2,3,0,3,0
16632,4,5,411,2018,3,4,8,0,0,1,0,0,0,1,2,3,6,3,0,3,0
16633,5,18,526,2018,4,5,16,0,0,1,0,0,0,0,1,4,2,3,0,2,1
16634,3,2,312,2018,3,6,18,0,0,1,0,0,0,0,1,5,3,3,0,3,0
16635,1,3,106,2018,3,4,13,0,0,1,0,0,0,1,2,3,6,3,0,3,0
16636,1,3,107,2018,4,6,15,0,0,1,0,1,0,0,2,2,6,3,0,3,0
16637,2,3,210,2018,3,7,22,0,0,0,1,0,0,1,2,6,7,3,0,2,1
16638,7,6,707,2018,3,3,13,0,0,1,1,0,0,0,2,6,2,3,1,3,0
16639,3,8,320,2018,4,3,5,0,0,1,0,0,0,0,1,1,5,3,1,3,0
16640,6,7,608,2018,3,3,19,0,0,1,1,0,0,0,2,0,6,3,0,3,0
16641,5,12,520,2018,3,3,16,0,0,1,0,0,0,0,1,4,7,3,0,3,0
16642,3,3,314,2018,3,6,19,0,0,0,1,0,0,1,2,6,4,3,0,3,0
16643,1,4,110,2018,3,6,6,0,1,1,0,0,0,0,2,5,3,3,0,2,1
16644,4,11,430,2018,3,3,0,0,0,1,0,0,0,0,1,8,1,3,1,3,0
16645,2,12,225,2018,3,3,11,0,1,1,0,0,0,0,2,5,3,3,0,3,0
16646,1,12,130,2018,3,5,16,0,0,1,0,1,0,0,2,0,3,3,1,2,1
16647,4,5,408,2018,3,3,16,0,1,0,1,0,0,0,2,6,4,3,0,2,1
16648,5,18,526,2018,3,6,17,0,0,1,0,0,0,0,1,8,1,3,0,3,0
16649,4,5,410,2018,4,5,7,0,1,1,0,0,0,0,2,4,2,3,1,3,0
16650,4,10,429,2018,3,3,18,0,0,1,0,0,0,1,2,5,3,3,0,3,0
16651,2,1,204,2018,4,2,21,0,0,1,0,0,0,0,1,3,6,3,1,3,0
16652,2,4,212,2018,3,3,13,0,0,1,0,0,0,0,1,2,2,3,0,3,0
