OBJECTID_1,OBJECTID,Admin0,Admin1,Admin2,Admin3,Year,Month,Day,DayofWeek,AccCategory,KindoCollision,TypeoAccident,LightingCond,RoadCondition,Bicycle,PassengerCar,Pedestrian,Motorcycle/Scooter,HGV,OtherAccidents,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
1156,9534,2,1,6,117,2016,11,17,4,3,5,3,2,1,1,1,0,0,0,0,568033.9734,5933934.64,10.02687253,53.54989111
1157,9535,2,2,5,216,2016,7,23,7,3,1,6,2,1,0,1,0,0,0,0,559537.5906,5935358.065,9.898921874,53.5637163
1158,9537,2,1,3,107,2016,10,11,3,3,6,6,0,0,1,0,1,0,0,0,565038.2246,5933766.534,9.981628614,53.54875993
1159,9538,2,6,1,601,2016,10,7,4,3,2,6,1,1,0,1,0,0,0,0,576541.1,5930604.786,10.15443369,53.5187952
1160,9539,2,3,5,317,2016,6,17,7,3,2,6,0,0,0,1,0,1,0,0,563714.2229,5939586.985,9.962836233,53.60123233
1161,9540,2,4,5,410,2016,9,11,2,3,5,2,0,0,1,1,0,0,0,0,567262.5834,5938219.024,10.01615424,53.58849491
1162,9541,2,1,16,137,2016,4,15,5,3,2,6,0,0,0,1,0,0,0,0,566185.6866,5926017.43,9.997307832,53.47897313
1163,9542,2,1,3,106,2016,9,13,7,3,1,6,0,1,0,1,0,1,0,0,564289.165,5933956.234,9.970363774,53.55055706
1164,9543,2,6,2,603,2016,8,18,2,3,2,6,0,0,0,1,0,0,0,0,581875.576,5927314.714,10.23401219,53.48842489
1165,9544,2,4,7,417,2016,12,15,5,3,2,6,0,1,0,1,0,0,0,0,568637.4598,5935334.633,10.03628706,53.56239446
1166,9547,2,4,5,410,2016,8,20,6,2,3,6,2,0,1,0,0,0,0,0,567017.5784,5938405.621,10.01249361,53.59020325
1167,9548,2,7,10,711,2016,8,19,7,2,3,6,0,0,0,1,0,0,0,0,561241.9005,5923000.363,9.922236314,53.45245545
1168,9549,2,1,16,136,2016,11,10,4,3,0,6,0,0,0,1,0,0,0,0,567913.1498,5930288.582,10.02425809,53.51713896
1169,9550,2,1,6,117,2016,10,18,1,3,5,3,1,1,1,1,0,0,0,0,568010.5553,5934101.912,10.02655552,53.55139744
1170,9551,2,3,1,305,2016,9,7,3,3,5,7,0,0,1,1,0,0,0,0,563551.5,5936694.18,9.959788281,53.57525365
1171,9552,2,1,6,117,2016,9,7,7,3,5,3,1,1,0,1,0,0,0,0,567972.487,5934097.131,10.02597997,53.5513594
1172,9553,2,1,16,137,2016,4,16,5,3,2,6,0,0,0,1,0,0,0,1,566151.397,5928057.109,9.997221143,53.4973087
1173,9554,2,4,6,415,2016,12,17,4,3,2,6,2,1,0,1,0,0,0,0,567831.9452,5936455.654,10.02437101,53.57257396
1174,9555,2,1,16,136,2016,11,11,1,3,8,1,0,1,0,1,0,0,0,0,568794.1308,5928117.408,10.03706611,53.49751166
1175,9558,2,4,2,403,2016,8,16,5,3,5,3,0,0,0,1,0,0,0,0,564674.7511,5938080.847,9.977036879,53.58757868
1176,9560,2,3,5,317,2016,7,17,5,3,5,3,0,0,1,1,0,0,0,0,563601.1683,5940066.145,9.961225815,53.6055524
1177,9561,2,1,3,106,2016,7,12,5,3,2,6,0,0,0,1,0,0,0,0,564590.0624,5933843.265,9.974881384,53.54950485
1178,9563,2,3,7,319,2016,11,11,5,3,2,6,0,1,0,1,0,0,0,0,560157.0575,5942372.514,9.909626713,53.62668729
1179,9564,2,1,15,134,2016,4,6,5,3,2,6,0,1,0,1,0,0,0,1,567943.2179,5930845.462,10.02483227,53.52213988
1180,9565,2,1,16,136,2016,6,12,3,3,2,6,0,0,0,1,0,0,0,0,567886.6458,5926227.103,10.02297935,53.48064091
1181,9566,2,4,1,402,2016,12,16,5,3,6,2,2,1,0,0,1,0,0,1,564335.6124,5937793.2,9.971855034,53.58503524
1182,9567,2,6,1,601,2016,7,17,6,3,3,6,0,0,0,1,0,0,0,0,579819.8978,5927523.872,10.20309022,53.49062036
1183,9568,2,1,4,111,2016,11,17,3,3,6,2,2,1,0,1,1,0,0,0,563978.7307,5934248.262,9.965738652,53.55321953
1184,9569,2,3,7,319,2016,6,16,5,3,2,6,0,1,0,1,0,0,0,0,560017.8841,5944582.008,9.907948894,53.64656073
1185,9570,2,3,1,307,2016,10,8,2,3,5,2,0,1,0,1,1,0,0,0,563284.5258,5936160.44,9.955648741,53.57048904
1186,9572,2,4,12,431,2016,4,19,5,3,5,3,0,0,0,1,0,0,0,0,566868.343,5942151.956,10.01104327,53.62389104
1187,9574,2,7,4,705,2016,4,18,4,3,2,6,0,0,0,1,0,0,1,0,565864.2733,5923136.959,9.991861774,53.45312558
1188,9575,2,1,16,136,2016,11,11,2,3,3,6,0,0,0,1,0,0,1,0,570485.195,5929457.03,10.06285514,53.50932715
1189,9576,2,1,11,129,2016,7,7,4,3,0,7,0,1,0,0,0,0,1,0,573347.9233,5935726.304,10.10748338,53.56527719
1190,9578,2,3,5,317,2016,10,14,7,3,5,7,0,1,0,1,0,0,0,1,564061.58,5938260.11,9.967812018,53.58926504
1191,9579,2,1,14,132,2016,10,17,2,3,2,6,1,1,0,1,0,0,0,0,568453.7568,5932851.066,10.03297027,53.54009832
1192,9580,2,1,7,120,2016,9,21,1,3,5,2,2,0,0,1,0,0,0,0,568039.1881,5934635.206,10.02710369,53.55618653
1193,9581,2,3,1,304,2016,9,15,1,3,5,3,0,0,0,1,0,0,0,0,562460.7106,5936362.003,9.943250629,53.57239929
1194,9582,2,7,2,703,2016,4,16,4,3,2,6,0,0,0,1,0,0,0,1,568253.1629,5923323.219,10.02787067,53.45449551
1195,9583,2,3,9,321,2016,8,17,4,3,3,6,0,0,0,1,0,0,1,0,561102.3743,5939092.709,9.923275394,53.59710113
1196,9584,2,7,2,703,2016,8,15,5,3,2,6,0,1,0,1,0,0,0,0,566060.6514,5923599.829,9.994915814,53.45726098
1197,9585,2,1,6,117,2016,12,9,2,3,2,6,0,0,0,1,0,0,0,1,568013.6793,5934090.849,10.02660026,53.55129762
1198,9588,2,1,11,129,2016,8,18,4,3,0,7,0,0,0,0,0,1,0,0,573001.433,5935652.356,10.10223549,53.56466094
1199,9590,2,1,14,133,2016,8,16,5,3,4,6,0,0,1,0,0,0,0,0,568394.0501,5932700.628,10.03203657,53.53875408
1200,9591,2,7,14,715,2016,9,13,6,3,5,3,0,0,1,1,0,0,0,0,556323.823,5925197.573,9.848578441,53.47275208
1201,9592,2,4,6,415,2016,9,14,5,3,2,6,0,0,0,1,0,0,0,0,567996.4555,5936224.516,10.02680461,53.5704754
1202,9593,2,4,6,415,2016,4,15,4,3,3,7,0,0,0,1,0,0,0,1,568110.3878,5936075.252,10.02849223,53.56911917
1203,9594,2,3,9,321,2016,12,23,3,2,4,2,2,1,0,1,0,0,0,0,561462.0157,5938558,9.928603517,53.59225346
1204,9595,2,1,6,115,2016,11,4,6,3,3,6,2,1,0,1,0,0,0,0,566862.15,5933683.25,10.00913487,53.54778235
1205,9598,2,3,9,321,2016,9,7,2,3,3,6,0,1,1,0,0,0,0,0,561722.1617,5937930.753,9.932409273,53.58658562
1206,9599,2,3,1,306,2016,4,9,4,3,3,6,0,0,1,0,0,0,0,0,563443.1683,5936419.743,9.958096687,53.57280032
1207,9600,2,3,1,305,2016,9,15,5,3,1,6,0,1,0,1,0,0,0,0,563638.8175,5936841.06,9.961136732,53.57656313
1208,9601,2,6,2,603,2016,8,16,6,3,3,1,0,1,0,1,0,0,0,1,580272.3789,5925899.103,10.20949317,53.47595023
1209,9602,2,3,8,320,2016,12,15,4,3,2,6,0,0,0,1,0,0,0,1,560549.0024,5940849.8,9.915256329,53.61295696
1210,9605,2,7,3,704,2016,8,9,5,3,1,6,0,0,0,1,0,0,0,0,568397.1465,5922242.32,10.02980361,53.44476249
1211,9607,2,3,9,321,2016,8,0,6,3,3,6,2,0,0,1,0,0,1,0,561767.9096,5937783.54,9.933071122,53.58525717
1212,9608,2,4,3,406,2016,10,22,7,3,2,6,2,0,0,1,0,0,0,0,566208.2864,5941025.315,10.00082542,53.61384966
1213,9609,2,7,1,702,2016,9,10,2,3,0,7,0,0,0,0,1,0,0,1,566041.211,5924912.147,9.994898806,53.46905771
1214,9610,2,3,7,319,2016,9,9,6,3,5,3,0,0,0,1,0,0,0,1,560232.2127,5943053.334,9.910894743,53.63279742
1215,9611,2,6,1,601,2016,4,19,3,3,3,6,0,0,0,1,0,0,0,0,578455.7855,5929283.396,10.18297452,53.50663794
1216,9612,2,6,1,601,2016,12,16,3,3,5,3,1,1,0,1,0,0,0,0,577467.6618,5930078.402,10.16827527,53.51392897
1217,9613,2,1,11,128,2016,11,13,7,3,5,3,0,0,0,1,0,0,0,0,571769.925,5933436.849,10.0831362,53.54492009
1218,9617,2,3,6,318,2016,7,16,4,2,5,3,0,0,1,0,0,0,0,0,562262.6238,5941939.549,9.941373451,53.62254997
1219,9619,2,1,8,124,2016,11,14,4,3,2,6,0,1,0,1,0,0,0,0,569526.0812,5934200.747,10.04944877,53.55208717
1220,9620,2,1,8,124,2016,4,17,3,3,1,6,0,0,0,1,0,0,0,0,569719.5616,5934164.599,10.05236062,53.55173665
1221,9621,2,3,7,319,2016,6,16,3,3,2,6,0,0,0,1,0,0,0,0,561299.5665,5942968.631,9.927017397,53.63191226
1222,9622,2,2,5,215,2016,12,22,3,3,2,6,2,0,0,1,0,0,1,0,560632.5705,5937852.223,9.915936374,53.58600696
1223,9623,2,2,5,216,2016,7,7,5,3,3,6,0,0,1,1,0,0,0,0,559660.218,5935485.573,9.900797449,53.56484836
1224,9624,2,2,9,221,2016,11,17,6,3,2,6,2,0,0,1,0,0,0,0,556511.0478,5936261.105,9.853395044,53.57216708
1225,9625,2,3,1,304,2016,6,10,4,3,2,6,0,0,0,1,0,0,1,0,561984.2449,5937051.122,9.936193155,53.57864916
1226,9627,2,1,16,136,2016,6,13,6,3,2,6,0,0,0,1,0,0,0,0,568630.166,5927781.633,10.03452133,53.4945154
1227,9628,2,3,6,318,2016,10,19,7,2,5,3,2,0,1,0,0,0,0,1,562994.4939,5940942.513,9.952235528,53.61350183
1228,9629,2,7,14,715,2016,10,14,6,3,0,7,0,0,0,0,0,0,1,1,555792.2318,5925145.537,9.840561161,53.47234099
1229,9631,2,4,7,417,2016,4,18,3,3,1,6,0,0,0,1,0,0,0,0,568415.6107,5935667.56,10.03301109,53.56541549
1230,9634,2,3,1,306,2016,4,17,3,3,4,6,0,0,1,0,0,0,0,0,563300.2263,5936154.807,9.955884653,53.57043652
1231,9635,2,3,9,321,2016,10,11,6,3,4,7,0,0,0,1,0,0,0,0,561833.2945,5937464.305,9.933995431,53.58238039
1232,9636,2,6,2,603,2016,10,16,1,3,9,1,0,1,0,1,0,0,0,0,580070.681,5925815.411,10.20643352,53.47522883
1233,9637,2,2,5,216,2016,9,14,7,3,5,3,0,0,0,1,0,0,0,0,559709.5183,5935490.731,9.901542709,53.56488911
1234,9638,2,1,12,130,2016,9,20,6,3,3,7,2,0,0,1,0,0,0,0,575622.4066,5932441.565,10.14102411,53.53543503
1235,9639,2,3,5,317,2016,4,14,3,3,2,6,0,0,0,1,0,0,0,0,563603.2134,5940055.055,9.961254456,53.60545248
1236,9640,2,1,6,115,2016,8,10,3,3,2,6,0,0,0,1,0,0,1,0,566843.2994,5933683.708,10.00885051,53.54778886
1237,9641,2,1,6,115,2016,8,20,4,3,5,3,0,0,1,1,0,0,0,0,566799.4396,5933701.615,10.00819249,53.54795538
1238,9642,2,7,9,710,2016,12,5,7,2,6,4,2,0,0,1,1,0,0,0,563405.43,5922218.637,9.954654276,53.44517378
1239,9645,2,3,7,319,2016,8,19,4,1,5,3,0,0,0,1,0,1,0,0,559988.3597,5944721.249,9.907529181,53.64781552
1240,9646,2,1,11,129,2016,8,17,1,3,2,6,0,0,0,1,0,0,0,0,571524.989,5935370.869,10.07988288,53.56233454
1241,9648,2,3,7,319,2016,8,15,4,3,2,6,0,1,0,1,0,0,0,0,560176.9052,5942533.097,9.909957835,53.62812822
1242,9649,2,3,9,321,2016,9,10,6,3,5,3,0,0,1,1,0,0,0,0,562091.7065,5936844.111,9.937774811,53.57677596
1243,9650,2,6,2,603,2016,6,19,4,3,8,7,0,1,1,0,0,0,0,0,581088.681,5927220.262,10.22213084,53.48769793
1244,9651,2,2,12,225,2016,9,12,4,3,0,7,0,0,1,0,0,0,0,0,554354.1813,5936743.328,9.820911069,53.57672902
1245,9652,2,7,14,715,2016,4,9,2,3,1,6,0,0,0,1,0,0,0,0,557272.3297,5925062.767,9.862842365,53.47143816
1246,9653,2,1,16,136,2016,12,19,1,3,3,6,2,1,0,1,0,0,0,1,567892.1738,5926244.551,10.02306641,53.480797
1247,9654,2,7,14,715,2016,11,10,5,3,2,6,0,0,0,1,0,0,0,0,557335.4908,5925066.421,9.863794473,53.47146413
1248,9655,2,3,9,321,2016,7,15,3,3,2,6,0,1,0,1,0,0,0,1,561772.718,5937768.149,9.933140701,53.58511829
1249,9659,2,1,6,117,2016,7,5,2,3,5,3,0,0,0,1,0,0,0,0,567975.143,5934090.858,10.02601869,53.55130268
1250,9661,2,6,1,601,2016,6,1,7,2,5,3,2,1,1,1,0,0,0,0,577371.5894,5930141.919,10.16684244,53.51451393
1251,9662,2,7,10,711,2016,4,16,2,3,2,6,0,0,0,1,0,0,0,0,562435.8447,5925090.617,9.940628352,53.47110152
1252,9663,2,7,9,710,2016,6,8,5,3,3,6,0,0,0,1,0,0,1,0,561071.6969,5921932.498,9.919466304,53.44287767
1253,9664,2,2,3,208,2016,6,6,4,3,3,6,0,0,0,1,0,1,1,0,563015.9162,5935209.005,9.951401198,53.56197051
1254,9665,2,4,4,407,2016,12,9,7,3,1,6,0,0,0,1,0,0,0,0,565603.9241,5940273.628,9.99153291,53.60717016
1255,9666,2,3,6,318,2016,7,15,3,3,5,3,0,0,1,1,0,0,0,0,562843.6878,5941420.098,9.950052627,53.61781212
1256,9667,2,7,10,711,2016,11,18,1,3,2,3,2,1,0,1,0,0,0,0,560689.3595,5926228.676,9.914540292,53.48153409
1257,9668,2,1,6,117,2016,5,11,2,2,5,3,0,0,1,1,0,0,0,0,568301.3448,5933375.992,10.03078539,53.54483575
1258,9669,2,7,10,711,2016,6,8,1,3,3,7,0,0,0,1,0,0,0,1,563010.0242,5925067.441,9.949272718,53.47082483
1259,9671,2,6,9,610,2016,6,15,4,3,3,7,0,0,0,1,0,0,1,1,573528.4121,5927303.271,10.10823004,53.48955461
1260,9672,2,3,1,304,2016,10,18,5,3,3,7,1,0,0,1,0,0,0,0,562090.2488,5936846.886,9.937753351,53.57680108
1261,9673,2,3,5,317,2016,10,8,5,3,0,6,0,0,0,1,0,0,0,1,563741.4481,5939510.153,9.963231881,53.60053851
1262,9674,2,7,14,715,2016,6,5,1,3,9,1,1,0,0,1,0,0,0,0,556726.8718,5925167.091,9.854644557,53.47243484
1263,9675,2,1,4,111,2016,9,21,4,3,5,3,2,0,0,1,0,0,0,0,563924.1722,5934357.164,9.964937505,53.55420492
1264,9676,2,3,4,316,2016,9,8,2,3,2,6,0,1,0,1,0,0,0,1,563720.1962,5937018.113,9.962401743,53.57814447
1265,90518,1,0,56,44,2016,2,18,4,3,5,3,2,1,0,0,0,1,0,1,556187.665,5939151.17,9.849032536,53.59817644
1266,90977,1,0,56,44,2016,3,11,2,3,5,3,0,0,1,0,0,1,0,0,556276.9851,5939193.918,9.850389774,53.59855106
1267,91211,1,0,56,43,2016,4,14,5,3,5,3,0,0,0,1,0,0,0,0,559059.0403,5942744.56,9.893096585,53.63015601
1268,92490,1,0,56,43,2016,8,6,4,3,5,2,0,1,1,0,0,0,0,1,558536.665,5941828.115,9.885025865,53.62197822
1269,93292,1,0,56,44,2016,11,16,5,3,0,1,2,0,1,0,0,0,0,0,556186.8286,5939147.374,9.849019215,53.59814242
1270,93345,1,0,56,43,2016,11,17,4,3,4,6,2,1,0,1,0,1,0,0,558586.8236,5941853.647,9.885788926,53.62220208
1271,93372,1,0,56,13,2016,10,7,7,3,0,1,2,1,1,0,0,0,0,0,559827.2211,5944649.532,9.905077941,53.64718943
1272,93881,2,2,10,222,2016,1,16,7,2,4,6,0,1,0,1,0,0,0,0,555903.6698,5933852.98,9.84379306,53.55058889
1273,93882,2,3,8,320,2016,1,6,3,3,4,2,2,0,0,1,0,0,0,0,559880.1785,5940604.775,9.905100709,53.61083171
1274,93883,2,5,2,506,2016,1,19,6,3,5,2,2,0,0,1,0,0,0,0,570827.2483,5937269.626,10.06978107,53.57949329
1275,93885,2,3,8,320,2016,1,6,5,3,6,2,2,0,0,1,1,0,0,0,560381.7445,5940802.112,9.912719174,53.61254768
1276,93886,2,4,13,432,2016,1,8,6,2,4,1,0,1,0,1,0,0,0,0,566943.2483,5944080.409,10.01259056,53.64121261
1277,93887,2,3,8,320,2016,1,10,5,3,5,3,0,0,0,1,0,0,0,0,558784.0917,5941468.489,9.888698362,53.6187184
1278,93888,2,3,1,307,2016,1,18,7,3,6,2,2,1,0,1,1,0,0,0,563062.0881,5935787.617,9.952214982,53.56716514
1279,93889,2,4,6,414,2016,1,3,6,2,6,2,2,1,0,1,1,0,0,0,567128.0308,5937152.064,10.01389235,53.57892324
1280,93890,2,3,9,321,2016,1,16,4,3,5,3,0,1,1,1,0,0,0,0,561133.6588,5939365.115,9.923801458,53.59954569
1281,93891,2,4,13,432,2016,1,15,6,3,6,4,0,1,0,1,1,0,0,0,566866.8468,5944746.245,10.01157829,53.64720628
1282,93892,2,1,12,130,2016,1,15,4,3,6,4,0,2,0,1,1,0,0,0,574443.3444,5932861.689,10.12333763,53.53937903
1283,93893,2,2,9,221,2016,1,19,3,3,6,7,2,2,0,0,1,0,0,1,556721.9121,5937323.005,9.856771941,53.58168821
1284,93894,2,5,7,515,2016,1,18,4,3,2,6,2,1,0,1,0,0,0,0,570468.2583,5940503.15,10.06509053,53.60860124
1285,93895,2,5,2,506,2016,1,17,6,3,6,4,2,0,0,1,1,0,0,0,571547.9164,5937441.988,10.08070349,53.58094449
1286,93897,2,4,7,416,2016,1,0,6,3,2,2,2,1,0,1,0,0,0,0,567277.5241,5935338.877,10.01575928,53.5626087
1287,93898,2,4,9,425,2016,1,7,4,3,2,6,2,2,0,1,0,0,0,0,570554.5947,5937913.234,10.06580917,53.58531413
1288,93900,2,2,5,217,2016,1,19,4,3,6,4,2,0,0,1,1,0,0,0,559007.4685,5936435.797,9.89112256,53.57346227
1289,93901,2,3,9,321,2016,1,5,6,3,8,1,2,2,0,1,0,0,0,0,561672.8804,5936478.215,9.9313779,53.57353693
1290,93902,2,1,5,114,2016,1,14,4,3,1,6,0,0,0,1,0,0,0,0,567273.5875,5934140.646,10.01544194,53.5518405
1291,93903,2,1,1,101,2016,1,8,7,2,4,3,0,1,0,1,0,0,0,0,566296.4797,5934541.395,10.00078075,53.55556642
1292,93904,2,2,11,223,2016,1,16,4,2,6,4,1,0,0,1,1,0,0,0,553751.7236,5934762.183,9.811472227,53.55898524
1293,93905,2,2,1,204,2016,1,16,6,3,4,2,0,1,0,1,0,0,0,0,562091.374,5934132.862,9.937230933,53.552409
1294,93906,2,4,4,407,2016,1,14,4,3,2,6,0,1,0,1,0,0,0,0,566675.4126,5941166.805,10.00791573,53.61506199
1295,93907,2,2,14,227,2016,1,10,3,2,0,7,0,2,1,0,0,0,0,0,550825.443,5938152.818,9.76785155,53.58975095
1296,93909,2,2,5,216,2016,1,0,6,2,6,7,2,1,0,1,1,0,0,0,560035.9958,5935778.725,9.906526804,53.56744019
1297,93910,2,7,10,711,2016,1,13,4,3,2,2,0,1,0,0,0,0,1,1,564682.6206,5925009.624,9.97445524,53.4701024
1298,93911,2,7,2,703,2016,1,9,6,3,5,3,0,1,0,1,0,0,0,1,567900.8825,5924247.611,10.022766,53.46284882
1299,93912,2,3,1,307,2016,1,19,4,3,2,2,2,0,0,1,0,0,0,0,563058.829,5935779.599,9.95216416,53.56709348
1300,93913,2,4,5,409,2016,1,18,5,3,2,6,2,0,0,1,0,0,0,0,567217.2951,5938546.994,10.01554085,53.59144823
1301,93914,2,2,8,220,2016,1,7,3,3,6,3,2,0,0,1,1,0,0,0,557602.4519,5938634.639,9.870312801,53.59338055
1302,93915,2,1,16,136,2016,1,10,6,3,4,2,0,1,0,1,0,0,0,1,567577.9087,5927417.473,10.0185841,53.49137881
1303,93916,2,1,5,113,2016,1,17,4,2,5,2,2,0,1,0,0,0,0,0,567572.8315,5934107.098,10.01995076,53.55150057
1304,93917,2,5,18,526,2016,1,8,5,3,5,3,2,0,1,1,0,0,0,0,576172.1105,5941962.227,10.15163964,53.62091532
1305,93918,2,1,4,112,2016,1,17,3,3,6,2,2,2,0,1,1,0,0,0,564115.0332,5933753.44,9.967694305,53.54875578
1306,93920,2,3,5,317,2016,1,6,6,3,1,6,2,1,0,1,0,0,0,0,563313.502,5939343.775,9.956732158,53.5990951
1307,93921,2,7,14,715,2016,1,18,3,3,6,2,2,1,0,1,1,0,0,0,558058.4167,5925537.157,9.874771418,53.47561573
1308,93922,2,5,18,526,2016,1,7,7,3,0,7,2,2,0,0,0,1,0,0,577228.4379,5943686.764,10.16803448,53.63625836
1309,93923,2,1,16,136,2016,1,19,3,3,1,2,2,2,0,1,0,0,0,1,566956.108,5926224.765,10.00895904,53.48073909
1310,93924,2,6,2,602,2016,1,8,6,3,5,3,0,0,1,1,0,0,0,0,580283.1682,5926977.52,10.20993143,53.48563999
1311,93925,2,7,1,702,2016,1,17,2,3,5,3,2,0,1,1,0,0,0,0,565181.4804,5924156.687,9.981792536,53.4623752
1312,93926,2,4,6,415,2016,1,19,6,3,3,6,2,0,0,1,0,0,0,0,567903.6089,5936087.606,10.02537303,53.569257
1313,93927,2,6,14,615,2016,1,16,3,3,6,3,2,2,0,1,1,0,0,0,578105.997,5926667.402,10.17705027,53.48318064
1314,93928,2,1,4,111,2016,1,7,6,3,6,4,2,1,0,1,1,0,0,0,563749.068,5933836.392,9.962188527,53.54954586
1315,93929,2,7,9,710,2016,1,18,3,3,2,6,2,1,0,1,0,0,0,0,561303.1454,5920782.299,9.922726399,53.43251327
1316,93931,2,1,3,108,2016,1,22,6,3,5,3,2,1,0,1,0,0,0,0,565550.2962,5934833.478,9.989579819,53.55828514
1317,93932,2,1,11,129,2016,1,10,3,3,0,7,0,0,0,0,0,0,0,1,571880.3505,5934379.585,10.08501909,53.55337735
1318,93933,2,2,6,218,2016,1,9,7,3,9,7,0,2,0,1,0,0,0,0,558745.613,5935130.136,9.886923016,53.56175705
1319,93934,2,2,5,217,2016,1,7,6,3,5,2,2,0,0,1,0,0,0,0,558948.1873,5936606.92,9.89025973,53.57500691
1320,93935,2,2,13,226,2016,1,14,6,3,4,2,0,2,1,1,0,0,0,0,552511.0538,5937840.687,9.793261941,53.5867795
1321,93937,2,1,13,131,2016,1,13,3,3,2,2,0,1,0,1,0,0,0,0,572711.1593,5932254.406,10.09706347,53.53416405
1322,93938,2,1,5,114,2016,1,11,6,3,1,7,0,1,1,1,0,0,0,1,566379.9195,5934715.022,10.00207698,53.55711629
1323,93939,2,1,11,129,2016,1,8,3,3,6,4,1,2,0,1,1,0,0,0,570883.8475,5934570.513,10.07002328,53.55522871
1324,93940,2,2,1,202,2016,1,8,6,3,6,7,0,0,1,0,1,0,0,0,562650.8547,5933713.545,9.945590672,53.54857398
1325,93941,2,1,16,137,2016,1,5,6,1,8,1,2,1,0,1,0,0,0,0,565222.4979,5926127.845,9.982819481,53.48008569
1326,93942,2,5,18,526,2016,1,14,3,3,2,6,0,1,0,1,0,0,0,0,576490.1609,5938283.267,10.15554425,53.58780732
1327,93943,2,4,4,407,2016,1,17,6,2,4,2,2,1,0,1,0,0,0,1,566820.44,5940788.22,10.01002649,53.61164113
1328,93944,2,4,6,415,2016,1,6,4,3,6,3,2,1,0,1,1,0,0,0,568422.0362,5936564.376,10.03330457,53.57347443
1329,93945,2,1,16,137,2016,1,9,2,3,5,3,0,0,0,1,0,0,0,0,565483.4552,5930279.658,9.987617945,53.51736704
1330,93947,2,5,18,526,2016,1,17,6,3,6,7,2,0,0,1,1,0,0,0,578033.2587,5939430.502,10.17913765,53.59788971
1331,93948,2,5,10,518,2016,1,17,7,3,2,6,2,1,0,1,0,0,0,0,574503.7196,5945724.352,10.12732195,53.65496451
1332,93949,2,1,1,101,2016,1,14,6,3,2,6,0,0,0,1,0,0,0,0,566436.6045,5934431.531,10.0028723,53.55456133
1333,93950,2,5,1,503,2016,1,10,4,2,1,2,0,1,0,1,0,0,0,0,570025.4987,5935724.921,10.05732725,53.56571864
1334,93951,2,2,8,220,2016,1,11,6,3,5,2,0,0,1,1,0,0,0,0,557678.617,5938516.868,9.871441649,53.59231371
1335,93953,2,4,11,430,2016,1,19,3,3,4,3,2,0,0,1,0,0,0,0,568705.8215,5940449.871,10.03844535,53.60835651
1336,93955,2,5,9,517,2016,1,17,3,3,5,2,2,1,1,1,0,0,0,0,572128.0764,5943390.739,10.09084181,53.63432573
1337,93956,2,7,13,714,2016,1,7,5,3,5,3,1,1,1,1,0,0,0,0,558730.9191,5925850.995,9.884961443,53.4783618
1338,93957,2,5,2,508,2016,1,16,3,3,6,4,1,1,0,1,1,0,0,0,572762.976,5938264.491,10.09924461,53.58816906
1339,93958,2,7,14,715,2016,1,8,5,3,6,4,0,1,0,1,1,0,0,0,556647.8323,5925290.702,9.853476188,53.47355434
1340,93959,2,5,13,521,2016,1,0,7,2,5,3,2,1,0,1,0,0,0,0,572324.075,5948449.263,10.09498301,53.67975859
1341,93960,2,6,1,601,2016,1,15,2,3,2,6,0,0,0,1,0,0,0,1,578952.6514,5928990.28,10.1903908,53.50392942
1342,93963,2,5,17,525,2016,1,8,3,3,1,6,0,1,0,1,0,0,0,1,576918.4887,5945313.789,10.16375024,53.65092542
1343,93964,2,4,12,431,2016,1,17,1,3,5,3,2,2,0,1,0,0,0,0,567360.315,5943215.872,10.01871084,53.63338945
1344,93965,2,4,4,407,2016,1,19,3,3,2,6,2,1,0,1,0,0,0,0,565767.6161,5939709.353,9.993887455,53.60207841
1345,93966,2,2,11,224,2016,1,17,4,3,5,3,2,1,1,1,0,0,0,0,553437.5894,5936356.025,9.807003016,53.57334226
1346,93967,2,3,5,317,2016,1,6,6,3,2,6,2,1,0,1,0,0,0,1,563871.6982,5939394.848,9.96517623,53.59948638
1347,93970,2,2,1,204,2016,1,10,3,3,4,2,0,1,0,1,0,0,0,0,562231.314,5934281.152,9.939372447,53.55372517
1348,93971,2,1,20,141,2016,1,7,5,3,4,6,2,2,1,0,0,0,0,1,556886.9347,5932357.255,9.85836033,53.5370403
1349,93972,2,5,11,519,2016,1,18,3,3,2,6,2,1,0,1,0,0,0,0,572030.503,5945813.672,10.08992778,53.65611364
1350,93973,2,4,9,424,2016,1,18,5,3,2,6,2,0,0,1,0,0,0,0,570292.5425,5937436.402,10.06174391,53.58106404
1351,93974,2,6,9,610,2016,1,17,2,3,5,3,2,0,0,1,0,0,0,0,574052.516,5926843.151,10.11601921,53.48534602
1352,93975,2,6,2,603,2016,1,17,2,3,1,6,2,0,0,1,0,0,0,0,580142.8983,5926876.092,10.20779207,53.48474986
1353,93978,2,4,7,416,2016,1,19,3,3,2,6,2,1,0,1,0,0,0,0,567722.199,5934915.672,10.02238011,53.5587481
1354,93979,2,4,10,426,2016,1,5,7,3,8,1,2,2,0,1,0,0,0,0,569794.989,5938602.727,10.05449085,53.59161227
1355,93980,2,6,1,601,2016,1,7,5,3,6,7,2,1,0,1,1,0,0,0,580193.2897,5929007.365,10.20909607,53.50389526
1356,93981,2,1,12,130,2016,1,9,2,3,0,7,0,0,0,0,0,0,0,1,573558.0248,5932746.017,10.10995388,53.53846423
