OBJECTID_1,OBJECTID,Admin0,Admin1,Admin2,Admin3,Year,Month,Day,DayofWeek,AccCategory,KindoCollision,TypeoAccident,LightingCond,RoadCondition,Bicycle,PassengerCar,Pedestrian,Motorcycle/Scooter,HGV,OtherAccidents,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
4527,97206,2,7,14,715,2016,7,15,5,3,0,7,0,0,0,0,1,0,0,1,558078.8753,5925705.367,9.875110736,53.47712529
4528,97207,2,4,3,406,2016,7,7,4,3,3,2,0,1,0,1,0,0,0,0,565438.8113,5941400.208,9.98927447,53.61731556
4529,97208,2,1,16,137,2016,7,16,2,2,6,4,0,0,0,1,1,0,0,0,565521.0493,5929436.54,9.988008561,53.50978499
4530,97209,2,2,5,216,2016,7,18,2,3,4,2,0,0,1,1,0,0,0,0,560656.58,5935051.483,9.915754949,53.56083279
4531,97210,2,1,7,120,2016,7,18,4,3,2,6,0,1,0,1,0,0,0,0,568414.7579,5934791.528,10.03280642,53.55754259
4532,97211,2,1,3,106,2016,7,23,4,3,0,7,2,0,1,0,0,0,0,0,564822.5972,5934535.516,9.978534088,53.55569764
4533,97212,2,5,2,505,2016,7,14,2,3,2,6,0,0,0,1,0,0,0,0,570799.6586,5936521.707,10.06919482,53.57277547
4534,97213,2,1,8,121,2016,7,12,7,3,3,6,0,0,0,1,0,0,0,0,569094.5692,5934646.46,10.04303509,53.55614981
4535,97214,2,3,4,316,2016,8,8,4,3,5,3,0,1,0,1,0,0,0,0,563657.3424,5937221.281,9.961494008,53.57997803
4536,97215,2,5,18,526,2016,7,10,7,2,2,6,0,0,0,1,0,0,0,1,578188.9463,5940568.862,10.1817752,53.6080965
4537,97216,2,2,14,227,2016,7,22,7,3,5,3,2,1,0,1,0,0,0,1,550399.7114,5936740.71,9.761192316,53.57710037
4538,97217,2,3,3,313,2016,7,20,4,3,2,7,0,0,0,1,0,0,0,0,564920.9398,5936433.872,9.980412867,53.57274651
4539,97218,2,3,6,318,2016,7,18,3,3,0,7,0,0,1,0,0,0,0,0,562610.8088,5943925.374,9.947036595,53.64035556
4540,97219,2,2,5,217,2016,7,12,4,3,5,3,0,0,0,1,0,0,0,0,559464.2549,5935896.964,9.897917356,53.56856796
4541,97220,2,2,10,222,2016,8,12,2,3,4,2,0,1,0,1,0,1,0,0,555783.084,5933930.707,9.841987057,53.55130029
4542,97221,2,3,7,319,2016,7,21,5,3,1,5,0,0,1,1,0,0,0,0,561166.2959,5944835.593,9.925369465,53.64870678
4543,97222,2,1,16,137,2016,7,14,5,3,5,2,0,0,1,0,0,0,1,0,565100.7353,5930685.58,9.981931074,53.52106273
4544,97223,2,2,1,205,2016,7,22,4,3,5,2,2,0,0,1,0,0,0,0,563309.1301,5934072.68,9.955597241,53.5517227
4545,97224,2,4,6,415,2016,7,17,6,3,3,2,0,0,1,1,0,0,0,0,567620.6154,5935768.748,10.02103143,53.56642792
4546,97225,2,1,16,135,2016,7,16,2,2,5,3,0,0,1,1,0,0,0,0,568964.173,5925735.61,10.03910569,53.47608367
4547,97226,2,5,5,513,2016,7,7,5,3,0,2,0,0,1,0,0,0,0,1,573414.9704,5937550.571,10.10892443,53.58166227
4548,97227,2,1,8,123,2016,7,7,5,3,2,6,0,0,0,1,0,0,0,0,570470.3525,5934445.512,10.06375439,53.554161
4549,97228,2,3,8,320,2016,7,16,4,3,5,3,0,0,1,1,0,0,0,0,559883.8255,5938879.572,9.904824369,53.59532622
4550,97229,2,4,13,432,2016,8,15,2,3,5,3,0,0,0,1,0,0,0,0,566155.6568,5946782.535,10.00125463,53.66559695
4551,97230,2,3,1,304,2016,7,13,5,3,5,3,0,0,1,1,0,0,0,0,561949.6241,5937141.851,9.935688335,53.57946866
4552,97231,2,1,16,136,2016,7,14,5,3,4,6,0,0,0,1,0,0,0,0,567869.3474,5928029.747,10.02310856,53.49684395
4553,97232,2,4,7,417,2016,7,13,6,3,5,2,0,0,1,0,0,0,1,0,568525.2032,5935517.892,10.03463271,53.5640561
4554,97233,2,5,3,511,2016,7,13,5,3,1,6,0,1,0,1,0,0,0,0,572725.7069,5936167.071,10.09819303,53.56932492
4555,97234,2,3,2,312,2016,7,11,6,3,3,7,0,0,0,1,0,0,0,1,565298.3622,5935408.358,9.985897249,53.56348313
4556,97235,2,1,4,112,2016,7,21,4,3,6,4,1,0,1,0,1,0,0,0,563446.7916,5933646.474,9.957588325,53.54787562
4557,97236,2,1,8,123,2016,7,16,2,3,4,2,0,0,1,1,0,0,0,0,570372.2172,5934631.845,10.06231526,53.55584874
4558,97237,2,7,1,702,2016,7,16,3,3,2,2,0,0,1,0,0,1,0,0,565039.5736,5924182.508,9.979660759,53.4626248
4559,97238,2,5,7,515,2016,7,19,2,3,5,3,0,0,0,1,0,0,0,0,571076.3188,5939336.669,10.07401327,53.59803603
4560,97239,2,5,4,512,2016,7,11,7,3,3,5,0,0,1,0,0,0,0,1,575812.8725,5937507.616,10.1451262,53.58093511
4561,97240,2,2,8,220,2016,7,16,4,3,3,2,0,0,1,1,0,0,0,0,557913.2261,5938024.941,9.874894474,53.58786666
4562,97241,2,1,16,137,2016,8,14,3,3,6,4,0,0,0,0,1,0,1,0,565111.834,5930762.626,9.982114467,53.52175379
4563,97242,2,2,12,225,2016,7,18,7,2,5,3,0,0,0,1,0,1,0,1,555273.1529,5936588.525,9.834761283,53.57524169
4564,97243,2,4,3,406,2016,7,22,7,3,5,3,2,1,0,1,0,0,0,0,565320.6595,5939857.845,9.987165222,53.60346883
4565,97244,2,7,1,702,2016,7,17,3,3,3,2,0,0,1,1,0,0,0,0,565556.5621,5923369.772,9.987277184,53.45525633
4566,97245,2,1,3,106,2016,7,23,3,3,7,7,2,0,1,0,0,0,0,0,564780.5549,5934659.315,9.977925195,53.55681546
4567,97246,2,2,4,213,2016,7,20,4,3,6,4,0,0,0,0,1,0,0,1,561861.5748,5934118.595,9.93375994,53.55230791
4568,97247,2,2,3,209,2016,7,9,5,3,3,2,0,0,1,1,0,0,0,0,563030.3965,5935662.029,9.951711182,53.56604025
4569,97248,2,5,6,514,2016,7,16,5,2,2,2,0,0,0,1,0,0,0,0,574590.7994,5942695.881,10.12791287,53.62773609
4570,97249,2,1,4,111,2016,7,12,4,3,4,2,0,0,1,1,0,0,0,0,564040.1674,5934006.738,9.966616402,53.55104139
4571,97250,2,2,9,221,2016,7,17,6,3,5,3,0,1,0,1,0,0,0,0,556060.5158,5935304.911,9.846420588,53.56362154
4572,97251,2,1,8,123,2016,7,14,2,3,3,2,0,0,1,1,0,0,0,0,570092.6157,5935171.499,10.05821631,53.56073604
4573,97252,2,5,2,509,2016,7,1,5,2,6,4,2,1,0,1,1,0,0,0,571272.6217,5938602.973,10.07681129,53.59141568
4574,97253,2,5,14,522,2016,7,17,5,3,5,3,0,0,1,1,0,0,0,0,572995.9449,5951672.998,10.10591214,53.70863594
4575,97255,2,4,11,430,2016,7,20,7,3,5,3,0,0,0,1,0,0,0,0,568714.4704,5940457.593,10.03857775,53.60842477
4576,97256,2,2,9,221,2016,8,8,2,2,5,3,0,0,1,0,0,0,0,0,556795.868,5938142.514,9.858038063,53.58904557
4577,97257,2,2,5,215,2016,7,12,2,3,2,6,0,0,0,1,0,0,0,1,560344.4954,5937589.657,9.911534441,53.58368041
4578,97258,2,7,9,710,2016,7,8,3,2,6,7,0,0,0,1,1,0,0,0,563569.7509,5923460.144,9.957378874,53.45631202
4579,97259,2,5,9,517,2016,7,16,2,3,5,3,0,0,0,1,0,0,0,0,572013.6334,5943958.929,10.0892429,53.63944773
4580,97260,2,1,11,128,2016,7,4,7,3,1,7,2,0,0,1,0,0,0,0,570981.502,5934265.325,10.07142784,53.55247279
4581,97261,2,1,19,140,2016,7,12,4,3,2,6,0,1,0,0,0,0,1,0,560608.84,5930379.222,9.914129212,53.51884651
4582,97262,2,5,17,525,2016,7,17,2,3,2,6,0,0,0,1,0,0,0,0,576650.1689,5945936.991,10.15984529,53.65656527
4583,97263,2,5,11,519,2016,7,19,7,2,4,6,0,0,0,1,0,0,0,0,572670.6448,5945719.084,10.09959,53.65517506
4584,97264,2,4,4,407,2016,7,17,2,3,5,3,0,0,1,1,0,0,0,0,565595.8735,5939749.986,9.991301041,53.60246511
4585,97265,2,7,10,711,2016,7,16,3,3,4,2,0,0,1,1,0,0,0,0,563043.9753,5924168.193,9.949603724,53.46273879
4586,97266,2,5,13,521,2016,7,10,2,3,2,6,0,0,0,1,0,0,0,0,572324.0882,5948458.986,10.09498548,53.67984597
4587,97267,2,1,8,122,2016,7,5,7,3,4,3,0,0,1,1,0,0,0,0,570040.941,5934523.854,10.05729117,53.55492252
4588,97268,2,5,1,501,2016,7,20,7,3,3,6,0,0,1,1,0,0,0,0,569259.4994,5935540.269,10.04572248,53.56416081
4589,97269,2,2,3,209,2016,7,14,4,3,5,3,0,0,1,1,0,0,0,0,562399.0109,5936304.463,9.942307511,53.57188949
4590,97270,2,5,12,520,2016,8,18,3,3,4,3,0,0,1,1,0,0,0,0,569809.1553,5944779.225,10.05608953,53.64711836
4591,97271,2,7,2,703,2016,7,5,6,3,2,2,0,0,0,1,0,0,1,0,566095.8127,5924434.087,9.995620685,53.46475436
4592,97272,2,3,2,312,2016,7,22,7,3,2,6,2,1,0,1,0,0,0,0,565532.5516,5935209.14,9.98939076,53.56166352
4593,97273,2,1,7,119,2016,7,18,2,3,5,3,0,0,0,1,0,0,0,0,568616.5189,5934066.657,10.0356926,53.55100176
4594,97274,2,2,3,210,2016,7,17,2,3,2,6,0,0,1,1,0,0,0,0,562262.21,5935011.994,9.939984336,53.56028986
4595,97275,2,5,18,526,2016,7,22,5,3,2,2,2,0,0,1,0,0,0,0,577694.784,5941287.247,10.17448715,53.61462586
4596,97276,2,7,1,701,2016,7,10,3,3,2,6,0,0,0,1,0,0,0,0,564914.216,5923777.702,9.977689268,53.45900211
4597,97277,2,5,14,522,2016,7,14,2,3,3,6,0,0,1,0,0,0,0,0,572852.2421,5950886.309,10.10355043,53.70158628
4598,97278,2,5,7,515,2016,7,19,5,3,5,2,0,1,1,1,0,0,0,0,570099.1254,5938831.786,10.05913649,53.59363025
4599,97279,2,2,11,223,2016,7,14,5,3,4,7,0,0,0,1,0,0,0,1,553973.4738,5935233.675,9.814900986,53.56320009
4600,97280,2,6,1,601,2016,7,17,4,2,5,3,0,0,1,1,0,0,0,0,578450.4205,5928369.204,10.18266494,53.49842312
4601,97281,2,4,10,428,2016,7,15,7,3,6,4,0,0,0,1,1,0,0,0,569119.904,5938760.05,10.04432813,53.59311558
4602,97282,2,1,16,137,2016,7,2,1,3,7,1,2,1,0,1,0,0,0,0,566001.8812,5930127.7,9.995403516,53.51593652
4603,97283,2,3,5,317,2016,7,9,2,3,1,7,0,0,0,1,0,1,0,0,563126.7478,5937527.42,9.953542941,53.58279352
4604,97284,2,4,13,432,2016,7,8,2,3,5,3,0,0,1,1,0,0,0,0,566857.1402,5944964.268,10.01147837,53.6491669
4605,97285,2,1,2,104,2016,7,14,7,3,5,3,0,0,1,1,0,0,0,0,568096.2967,5932147.988,10.02742414,53.5338261
4606,97286,2,3,3,313,2016,7,11,4,3,0,7,0,0,0,1,0,0,0,0,564718.8153,5936667.491,9.977409366,53.57487108
4607,97287,2,6,6,607,2016,8,13,2,3,0,1,0,1,0,0,0,1,0,0,575389.736,5923105.086,10.13527082,53.45156235
4608,97288,2,1,3,106,2016,7,22,7,3,5,2,2,1,0,1,0,0,0,0,564738.0656,5934318.67,9.977213331,53.55375923
4609,97289,2,4,11,430,2016,7,18,5,2,4,2,0,1,1,1,0,0,0,0,568628.055,5942887.676,10.03780745,53.63027529
4610,97290,2,4,13,432,2016,7,9,5,3,5,3,0,0,0,1,0,0,0,1,565589.2823,5944930.931,9.992293165,53.64902778
4611,97291,2,1,16,137,2016,7,9,3,3,0,6,0,0,0,0,0,1,0,1,565770.0264,5928562.126,9.991578898,53.50189528
4612,97292,2,1,3,105,2016,7,12,4,3,6,3,0,0,1,0,1,0,0,0,564834.575,5933267.035,9.978451855,53.54429597
4613,97293,2,2,11,223,2016,8,19,3,3,5,3,0,0,0,1,0,1,0,0,552852.4448,5935065.141,9.797948808,53.56179946
4614,97294,2,1,8,127,2016,7,17,6,3,5,3,0,0,0,1,0,0,0,1,569278.8384,5933775.421,10.04562325,53.54829741
4615,97295,2,1,3,106,2016,7,18,7,3,5,2,0,1,0,1,0,0,0,0,564740.2247,5934313.709,9.97724489,53.55371437
4616,97296,2,4,5,409,2016,7,15,5,3,3,6,0,0,0,1,0,1,0,0,568280.5366,5939029.004,10.03170734,53.59564268
4617,97297,2,4,3,406,2016,7,11,2,3,6,4,0,0,0,1,1,0,0,0,566503.0405,5941473.525,10.00537596,53.61784043
4618,97298,2,5,1,501,2016,7,15,5,3,5,3,0,0,0,1,0,1,0,0,569154.9193,5935968.748,10.04423861,53.56802538
4619,97299,2,2,1,203,2016,7,17,2,3,4,2,0,0,0,1,0,0,0,0,562153.1932,5933894.28,9.938116491,53.55025746
4620,97300,2,3,3,314,2016,7,16,5,3,2,6,0,0,0,1,0,1,0,0,566051.3715,5937106.542,9.997623737,53.57865082
4621,97301,2,5,18,526,2016,7,10,4,3,3,2,0,0,1,1,0,0,0,0,576239.5811,5939203.396,10.15198447,53.59611275
4622,97302,2,3,8,320,2016,7,15,7,3,1,5,0,0,1,0,0,0,0,1,560315.3712,5940244.626,9.911608103,53.607545
4623,97303,2,5,9,517,2016,7,8,1,3,5,3,0,1,1,0,0,0,0,0,571707.0849,5943478.788,10.08449642,53.63517486
4624,97304,2,3,3,314,2016,7,10,2,3,3,6,0,0,0,1,0,1,0,0,565400.4791,5937441.204,9.987864555,53.58174006
4625,97305,2,1,1,101,2016,7,13,7,3,0,6,0,0,1,1,0,0,0,0,566402.8412,5934463.199,10.00236945,53.5548502
4626,97306,2,4,9,424,2016,7,9,4,3,0,6,0,0,1,1,0,0,0,0,570176.3982,5936928.678,10.05987578,53.57651667
4627,97307,2,4,12,431,2016,7,14,2,3,2,6,0,0,0,1,0,1,0,0,567878.9428,5942752.998,10.02645185,53.6291626
4628,97308,2,1,5,114,2016,7,17,4,3,6,3,0,0,1,0,1,0,0,0,567054.3472,5933934.864,10.01208912,53.55001914
4629,97309,2,4,9,424,2016,8,13,2,3,4,2,0,0,0,1,0,0,0,0,569990.0118,5937334.059,10.0571522,53.58018474
4630,97310,2,3,3,314,2016,7,17,5,3,0,6,0,0,1,1,0,0,0,0,566195.2407,5936923.493,9.999757523,53.57698759
4631,97311,2,4,6,415,2016,7,16,5,3,3,2,0,0,1,1,0,0,0,0,567321.3825,5935836.525,10.01652858,53.56707552
4632,97312,2,2,8,220,2016,7,14,6,3,2,6,0,0,0,1,0,0,0,0,557927.0346,5939954.8,9.875461573,53.60520969
4633,97313,2,4,10,428,2016,7,15,5,3,3,6,0,0,0,1,0,0,0,0,568976.1309,5939372.42,10.04229172,53.59863791
4634,97314,2,2,7,219,2016,7,22,6,3,0,7,2,0,0,0,0,0,0,1,559740.1094,5934569.641,9.901828442,53.55660736
4635,97315,2,2,6,218,2016,7,15,5,2,6,6,0,0,1,0,1,0,0,0,558763.1477,5934856.389,9.887136236,53.55929479
4636,97316,2,1,6,118,2016,7,16,3,3,1,6,0,1,0,1,0,0,0,0,569124.213,5933080.49,10.04313634,53.54207237
4637,97317,2,4,13,432,2016,7,8,2,2,5,3,0,0,1,1,0,0,0,0,566857.5157,5944963.194,10.01148381,53.6491572
4638,97318,2,1,14,133,2016,7,14,4,3,1,6,0,0,0,1,0,0,0,1,568395.2579,5932703.251,10.03205537,53.5387775
4639,97319,2,1,11,128,2016,7,21,3,3,5,3,0,0,0,1,0,0,0,0,572331.0017,5933338.288,10.09157937,53.54395735
4640,97320,2,4,5,410,2016,7,18,2,3,5,3,0,0,1,1,0,0,0,0,566212.7183,5938115.436,10.00027434,53.58769758
4641,97321,2,2,8,220,2016,7,16,7,3,2,6,0,0,0,1,0,0,0,0,557832.6697,5938342.017,9.873736448,53.59072526
4642,97322,2,1,18,139,2016,8,6,4,3,2,6,1,1,0,1,0,0,1,0,562448.9265,5931065.447,9.942014968,53.52479852
4643,97323,2,5,17,525,2016,7,11,7,2,2,6,0,0,0,1,0,0,0,0,576780.2071,5945326.772,10.16166177,53.65106241
4644,97324,2,4,10,429,2016,7,18,2,3,4,6,0,0,1,0,0,0,0,0,568673.4154,5939552.684,10.03775795,53.6002977
4645,97325,2,1,4,111,2016,7,12,2,3,5,3,0,0,1,1,0,0,0,0,564581.0471,5934589.211,9.974899426,53.55620999
4646,97326,2,1,12,130,2016,7,15,4,3,1,6,0,0,0,1,0,0,0,0,574326.336,5931999.036,10.12136749,53.53164304
4647,97327,2,4,6,415,2016,7,15,2,3,4,2,0,0,1,1,0,0,0,0,567995.8953,5936186.957,10.02678798,53.57013792
4648,97328,2,3,4,316,2016,7,18,7,3,5,3,0,0,0,1,0,0,0,1,564280.1345,5937545.81,9.970966155,53.58281869
4649,97329,2,1,4,111,2016,7,14,1,3,4,3,0,0,1,1,0,0,0,0,564448.1654,5934344.558,9.972843354,53.55402756
4650,97330,2,1,19,140,2016,7,9,6,3,2,6,0,1,0,1,0,0,1,0,558943.1397,5930252.766,9.888985961,53.5178994
4651,97331,2,2,5,215,2016,7,13,4,3,5,3,0,0,1,1,0,0,0,0,560815.2431,5936820.529,9.918494464,53.57671357
4652,97332,2,4,6,415,2016,7,15,2,3,6,4,0,0,1,0,1,0,0,0,567285.9913,5936346.169,10.01610407,53.57166031
4653,97333,2,4,8,420,2016,7,23,3,3,4,3,2,0,0,1,0,0,0,0,568559.6481,5936748.563,10.03542284,53.57511176
4654,97334,2,1,13,131,2016,7,17,3,3,1,2,0,1,0,1,0,0,0,1,572772.5581,5932366.522,10.09801574,53.53516313
4655,97335,2,4,5,413,2016,8,12,2,2,5,3,0,0,0,1,0,0,0,0,566697.8851,5937367.13,10.00744255,53.58091095
4656,97336,2,2,3,208,2016,7,18,5,3,1,5,0,0,1,1,0,0,0,0,563523.2643,5935366.809,9.959091943,53.56332758
4657,97337,2,2,7,219,2016,7,15,5,3,2,2,0,0,0,1,0,0,0,0,558996.4356,5934093.654,9.890513712,53.55241353
4658,97338,2,1,14,132,2016,7,16,3,3,3,6,0,0,0,1,0,0,0,0,569697.2095,5932836.534,10.05172735,53.53980419
4659,97339,2,2,8,220,2016,7,12,6,3,3,6,0,0,0,1,0,0,0,1,558866.7004,5939540.685,9.889582831,53.60138314
4660,97340,2,3,9,321,2016,7,8,5,3,5,3,0,0,0,1,0,0,0,0,560397.5675,5939005.429,9.912610137,53.5963984
4661,97341,2,1,18,139,2016,7,15,6,3,2,6,0,0,0,1,0,0,0,0,562954.7961,5930520.954,9.949535201,53.51984458
4662,97342,2,1,6,115,2016,7,13,3,3,3,6,0,0,0,1,0,0,1,0,567048.0438,5933695.861,10.01194275,53.54787198
4663,97343,2,4,2,404,2016,7,15,2,3,5,3,0,0,1,0,0,0,0,0,565054.9421,5937859.396,9.982733298,53.58554142
4664,97344,2,4,2,404,2016,7,16,7,3,4,2,0,0,0,1,0,0,0,0,565471.5567,5937954.749,9.989045745,53.58634653
4665,97345,2,2,3,208,2016,7,19,2,3,0,6,0,0,0,1,0,1,0,0,563567.551,5935400.25,9.959767297,53.56362277
4666,97346,2,1,12,130,2016,7,4,3,3,5,3,1,0,1,1,0,0,0,0,574635.1638,5931836.56,10.12598708,53.5301391
4667,97347,2,5,7,515,2016,7,12,7,3,5,3,0,0,1,1,0,0,0,0,570885.3329,5940325.042,10.07135266,53.60694434
4668,97348,2,3,5,317,2016,7,11,7,3,2,6,0,0,0,1,0,0,0,0,563006.2719,5939287.882,9.952079005,53.5986298
4669,97349,2,1,12,130,2016,7,14,3,3,1,6,0,0,0,1,0,0,0,0,573458.1425,5935032.26,10.10898407,53.55902448
4670,97350,2,1,7,120,2016,8,15,3,3,0,1,0,0,0,0,0,1,0,0,568797.4594,5934542.809,10.03852799,53.55525731
4671,97351,2,1,20,141,2016,7,13,6,3,6,4,0,0,0,0,1,0,0,1,558305.8622,5932025.478,9.879705811,53.53390285
4672,97352,2,1,16,137,2016,7,6,6,3,5,3,0,1,0,0,0,0,0,1,565160.2293,5929533.459,9.982588694,53.51070088
4673,97353,2,5,3,510,2016,7,15,3,3,3,7,0,0,0,1,0,1,0,0,570662.6874,5936370.035,10.06709239,53.57143086
4674,97354,2,1,16,135,2016,7,8,2,2,4,2,0,0,0,0,0,1,0,1,568030.094,5926161.1,10.02512628,53.4800292
4675,97355,2,1,14,132,2016,8,20,4,1,8,1,1,0,0,1,0,0,0,0,570549.2822,5932256.331,10.06445185,53.53447611
4676,97356,2,3,2,312,2016,8,9,6,3,2,6,0,0,0,1,0,0,0,0,565578.8429,5935159.37,9.990079092,53.56121044
4677,97357,2,1,1,102,2016,8,10,6,3,5,2,0,0,1,1,0,0,0,0,565365.4498,5933641.331,9.986540485,53.54759406
4678,97358,2,5,5,513,2016,9,13,7,2,5,3,0,1,0,1,1,0,0,0,574779.103,5938283.881,10.12970087,53.58805966
4679,97359,2,5,18,526,2016,8,21,3,3,6,4,2,0,0,1,1,0,0,0,577224.4322,5942949.269,10.16779087,53.62963137
4680,97360,2,5,6,514,2016,8,18,3,3,5,3,0,0,0,1,0,0,0,0,573711.6468,5941310.09,10.1142936,53.6154068
4681,97361,2,7,13,714,2016,8,17,5,3,4,2,0,1,0,1,0,0,0,1,559635.2569,5925720.274,9.898561417,53.47708526
4682,97362,2,6,2,603,2016,8,16,5,3,5,3,0,0,1,1,0,0,0,0,580122.5908,5926350.835,10.20735206,53.48003263
4683,97363,2,2,3,210,2016,8,13,3,3,0,7,0,1,1,1,0,0,0,0,562497.0794,5935007.833,9.943528844,53.56022455
4684,97364,2,5,7,515,2016,8,21,7,3,5,2,0,0,0,1,0,0,0,0,570350.2325,5939824.805,10.06315384,53.60252084
4685,97365,2,3,1,309,2016,8,19,3,3,5,2,0,0,1,1,0,0,0,0,564158.5884,5935786.773,9.968768993,53.56702464
4686,97366,2,7,4,705,2016,9,13,6,2,2,6,0,0,0,1,0,1,0,0,565584.4884,5922991.2,9.987618738,53.45185048
4687,97367,2,1,6,115,2016,8,17,6,3,5,3,0,0,1,1,0,0,0,0,566922.8553,5933646.391,10.01004304,53.54744336
4688,97368,2,5,8,516,2016,8,14,1,3,0,1,0,1,0,1,0,1,0,0,570619.9512,5941342.071,10.06757303,53.61612015
4689,97369,2,1,4,111,2016,8,7,2,3,3,6,0,0,0,1,0,0,0,0,564130.5091,5934008.331,9.967980125,53.55104468
4690,97370,2,1,8,124,2016,8,18,6,3,1,6,0,0,0,1,0,0,0,0,569014.3335,5934571.332,10.0418075,53.55548518
4691,97371,2,1,3,108,2016,8,19,1,3,3,7,0,0,0,1,0,1,0,0,565486.4058,5934717.182,9.988591088,53.55724793
4692,97372,2,1,2,103,2016,8,8,4,3,3,6,0,0,0,1,0,1,0,0,565396.7693,5933108.72,9.986901743,53.54280345
4693,97373,2,5,4,512,2016,8,9,3,3,5,2,0,0,0,1,0,0,0,0,573218.5627,5936304.928,10.10566619,53.57049529
4694,97374,2,7,12,713,2016,8,10,3,3,2,6,0,0,0,1,0,0,1,0,559446.2925,5929956.387,9.89651731,53.51517902
4695,97375,2,5,5,513,2016,8,12,4,3,1,5,0,0,1,1,0,0,0,0,574266.644,5938877.934,10.12210214,53.59347113
4696,97376,2,1,6,116,2016,8,22,4,3,5,2,2,0,0,1,0,0,0,0,567463.3427,5933796.513,10.0182314,53.54872337
4697,97377,2,1,3,108,2016,8,10,6,3,2,6,0,0,0,1,0,0,0,1,566009.0693,5934708.233,9.996478087,53.55710204
4698,97378,2,4,6,415,2016,8,17,4,3,5,3,0,0,1,1,0,0,0,0,567151.0794,5937080.268,10.01422497,53.57827505
4699,97379,2,7,4,705,2016,8,23,5,3,2,6,2,1,1,1,0,0,0,0,565810.1635,5922307.942,9.990873628,53.44568162
4700,97380,2,6,9,610,2016,8,13,5,2,5,3,0,0,0,0,0,0,1,1,574372.1317,5927863.336,10.12107679,53.49446931
4701,97381,2,5,11,519,2016,8,16,7,3,0,7,0,0,0,1,1,0,0,0,571808.8098,5945844.993,10.08658114,53.6564256
4702,97382,2,1,5,114,2016,8,13,3,2,5,2,0,0,1,0,0,0,1,0,566648.4992,5934115.157,10.0060029,53.55169115
4703,97383,2,7,4,705,2016,8,15,1,3,5,3,0,0,1,1,0,0,0,0,565611.3874,5922814.271,9.987986831,53.45025699
4704,97384,2,4,13,432,2016,9,13,6,3,3,6,0,0,0,1,0,0,0,0,566815.6365,5944844.018,10.01082472,53.6480915
4705,97385,2,5,18,526,2016,8,9,6,3,5,3,0,0,1,0,0,0,0,1,576206.7952,5941969.816,10.15216578,53.62097847
4706,97386,2,5,15,523,2016,8,7,1,3,8,1,0,0,0,1,0,0,0,0,575176.0228,5952756.476,10.139197,53.7180633
4707,97387,2,5,2,507,2016,9,16,5,3,5,3,0,0,1,1,0,0,0,0,570837.509,5937045.272,10.0698851,53.57747564
4708,97388,2,1,16,137,2016,8,12,1,2,0,7,0,0,1,0,0,0,0,0,564944.965,5929573.885,9.979351498,53.51109083
4709,97389,2,1,1,101,2016,8,9,3,3,3,6,0,0,1,0,0,0,0,0,566641.4677,5934069.522,10.00588706,53.55128191
4710,97390,2,5,4,512,2016,9,19,6,3,5,3,0,0,0,1,0,0,0,0,574383.3952,5936378.9,10.12327014,53.57099621
4711,97391,2,5,6,514,2016,8,9,6,3,0,7,0,0,0,1,0,0,0,0,574510.6082,5939501.192,10.12593636,53.5990376
4712,97392,2,5,9,517,2016,8,7,1,3,1,5,0,0,0,1,0,0,0,1,572755.142,5943654.253,10.10038506,53.6366071
4713,97393,2,1,16,136,2016,9,19,5,3,3,6,1,0,0,1,0,1,0,0,566863.1866,5927301.556,10.00778842,53.49042835
4714,97394,2,6,9,610,2016,8,10,1,3,1,5,0,0,1,1,0,0,0,0,575516.8608,5926071.105,10.1378974,53.47819961
4715,97395,2,7,7,708,2016,8,21,7,3,5,3,1,0,0,1,0,0,0,0,565201.2304,5919581.402,9.981142104,53.42125266
4716,97396,2,1,5,114,2016,8,19,4,2,1,3,0,0,1,0,0,0,0,0,566503.7018,5934737.973,10.00395017,53.55730689
4717,97397,2,5,3,510,2016,8,20,3,3,5,3,1,0,1,1,0,0,0,0,570572.2226,5936356.866,10.06572355,53.57132469
4718,97398,2,7,16,717,2016,8,4,3,3,1,5,2,0,1,1,0,0,0,0,553007.8176,5930454.986,9.799513202,53.52034895
4719,97399,2,5,10,518,2016,8,12,4,3,2,6,0,0,0,1,0,0,0,0,574710.556,5944679.997,10.1301999,53.6455497
4720,97400,2,4,9,425,2016,8,19,4,3,4,2,0,0,0,1,0,0,0,0,570684.587,5937582.731,10.06769762,53.5823264
4721,97401,2,1,18,139,2016,8,14,3,3,5,3,0,0,0,1,0,0,0,1,564543.4094,5931079.458,9.973607293,53.52467138
4722,97402,2,6,2,602,2016,8,20,5,2,6,4,2,1,0,1,1,0,0,0,578696.378,5927300.273,10.18610384,53.48878016
4723,97403,2,1,7,119,2016,8,17,5,3,2,6,0,0,0,1,0,0,0,0,568833.2689,5934237.979,10.03900133,53.55251308
4724,97404,2,4,11,430,2016,8,16,7,3,3,6,0,0,0,0,0,1,0,1,568113.8823,5942412.476,10.02992941,53.62607181
4725,97405,2,1,11,129,2016,8,14,1,2,5,3,0,0,0,1,0,0,0,1,570824.8119,5935045.722,10.06923996,53.55950739
4726,97406,2,3,7,319,2016,9,10,6,3,5,3,0,0,1,1,0,0,0,0,560189.9536,5943049.126,9.910254931,53.63276446
4727,97407,2,5,2,509,2016,8,12,6,3,2,6,0,0,0,1,0,0,0,0,571134.4312,5938824.033,10.07477428,53.5934211
