type_of_accident,lighting_conditions,road_conditions,impact_on_obstacle_next_to_the_road,location_innercity_extraurban,street_class,kind_of_accident,gender,feature_x,feature_y,day_of_week,vacation,month,hour_cat,age,casualty_age,casualty_gender,accident_categore,accident_severity
5,0,0,5,1,5.0,2,1.0,492475.7822,5876123.402000002,5,0,9,5,71,71,1.0,3.0,0.0
3,2,1,5,1,5.0,6,1.0,493304.2051,5885992.812000001,3,0,11,5,54,76,1.0,5.0,0.0
5,0,0,5,1,5.0,7,1.0,492472.3228,5880031.588,3,0,11,4,80,93,1.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,488657.7869,5880930.951,2,0,11,4,68,47,1.0,5.0,0.0
3,2,0,5,1,5.0,6,1.0,485754.533,5882297.114,2,0,11,6,38,21,1.0,5.0,0.0
3,2,1,5,1,5.0,6,2.0,488140.3234,5880483.554,2,0,12,6,28,42,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,487854.2848,5877605.022999999,6,0,11,4,53,52,2.0,3.0,0.0
5,0,1,5,1,5.0,3,2.0,482645.4035,5878200.969,6,0,10,3,27,21,1.0,3.0,0.0
3,2,1,5,1,5.0,6,2.0,497291.3769,5876707.425,3,0,11,5,23,43,1.0,3.0,0.0
3,0,0,5,1,2.0,6,1.0,486463.1912,5883513.607000002,5,0,11,4,61,40,2.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,489137.4219,5876522.669,2,0,11,3,38,73,1.0,5.0,0.0
2,0,1,5,1,5.0,6,2.0,490393.6908,5881455.915,5,0,11,3,76,66,1.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,486848.1784,5879253.575,4,1,4,4,42,41,2.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,479511.4792,5891065.811000002,7,0,11,5,54,31,1.0,5.0,0.0
5,0,1,5,1,5.0,7,2.0,482448.6117,5887130.73,5,0,11,2,55,49,2.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,490910.0572,5880215.834,3,0,11,6,46,50,2.0,5.0,0.0
2,2,0,5,1,5.0,6,2.0,489512.5913,5881290.371,3,0,11,5,44,42,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486782.8441,5879772.864,5,0,5,3,78,40,1.0,5.0,0.0
3,2,1,5,1,5.0,6,1.0,486235.1959,5879745.19,4,0,11,5,48,56,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,491084.3873,5879200.208,5,0,11,4,90,48,2.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,485885.3152,5880748.8429999985,3,0,11,4,50,59,1.0,5.0,0.0
3,1,1,5,1,2.0,6,1.0,485270.4296,5879955.955,3,1,10,5,37,29,1.0,5.0,0.0
8,0,1,3,1,5.0,1,1.0,487138.7517,5884746.511,4,0,11,4,19,45,1.0,5.0,0.0
2,2,1,5,1,5.0,6,1.0,489476.7234,5877068.181,2,0,11,5,55,57,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,488745.0721,5879920.129,6,0,11,4,22,53,1.0,4.0,1.0
3,0,0,5,1,5.0,6,1.0,488582.3161,5881250.841,6,0,3,5,24,37,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,488525.5327,5881460.538,3,0,2,4,23,50,1.0,5.0,0.0
3,0,1,5,1,5.0,6,2.0,485888.5086,5878702.856000002,5,0,8,2,42,29,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,488639.0961,5880246.857999999,6,0,3,3,24,71,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,487969.8669,5884750.477999999,1,0,5,3,29,75,1.0,3.0,0.0
2,0,0,5,2,1.0,6,2.0,494628.4238,5876015.051,2,1,6,3,29,29,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,487391.5243,5881236.704,2,0,9,4,42,32,1.0,5.0,0.0
5,0,0,5,1,5.0,2,1.0,486470.8144,5881208.806,7,1,4,4,42,56,1.0,5.0,0.0
2,0,1,5,1,2.0,6,1.0,483349.7147,5878446.616,2,0,10,4,39,26,1.0,5.0,0.0
5,1,1,5,1,2.0,3,1.0,485912.5656,5881070.424,5,0,12,5,77,58,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,486402.3067,5881964.546,6,0,9,4,29,49,1.0,5.0,0.0
1,2,1,5,1,5.0,5,1.0,478277.8805,5891635.457,3,1,1,5,51,59,2.0,3.0,0.0
3,0,1,5,1,5.0,2,1.0,481878.8195,5886607.1910000015,3,0,1,3,38,40,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,486163.4478,5880578.562000001,4,1,7,6,36,40,2.0,5.0,0.0
2,2,1,5,1,5.0,6,1.0,487598.982,5881148.9010000015,6,1,1,1,21,57,1.0,5.0,0.0
3,0,0,5,2,1.0,6,2.0,480730.2419,5892093.424,3,0,8,4,43,44,1.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,489057.8799,5881463.924,3,0,11,2,34,56,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,491768.5433,5881270.507,2,0,6,5,32,64,1.0,5.0,0.0
0,2,1,5,1,5.0,1,1.0,486710.86,5879844.882,6,0,3,6,25,44,1.0,5.0,0.0
3,2,1,3,1,5.0,6,1.0,492206.9092,5878249.65,5,0,11,5,22,24,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,490951.2051,5883168.4739999985,1,0,3,3,50,53,2.0,5.0,0.0
3,1,0,5,1,2.0,6,1.0,487042.7488,5884526.0,5,0,2,5,35,58,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,483781.5965,5885335.331,4,0,8,5,53,37,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,489416.8344,5881312.857000002,3,0,12,2,59,42,1.0,5.0,0.0
1,0,0,5,1,5.0,6,2.0,491286.7043,5879488.458,7,0,12,3,18,33,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,480083.4618,5891725.946,3,0,5,5,46,50,1.0,5.0,0.0
1,2,1,5,1,5.0,5,1.0,483274.047,5885053.42,5,0,2,5,20,44,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,488978.5498,5880863.414,2,0,5,4,47,55,1.0,3.0,0.0
2,0,0,5,1,2.0,6,1.0,484318.2308,5879054.95,5,0,11,2,57,25,1.0,5.0,0.0
1,2,0,5,2,5.0,7,1.0,480780.4383,5877718.805,2,0,12,2,47,53,1.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,495346.671,5876563.976,5,0,11,6,31,31,1.0,5.0,0.0
1,0,1,5,1,5.0,5,2.0,487170.3663,5878875.431,4,0,11,2,38,45,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,471838.2245,5892926.767000001,3,1,10,4,26,30,2.0,3.0,0.0
2,0,1,5,1,5.0,6,2.0,490338.4388,5883786.307,5,0,11,4,20,33,1.0,5.0,0.0
3,2,0,5,1,5.0,6,1.0,488495.7058,5880335.639,4,0,3,5,45,27,1.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,473972.9083,5892854.381,3,0,5,5,22,54,1.0,5.0,0.0
3,0,0,5,1,2.0,6,2.0,486340.1018,5883336.459,3,0,2,2,57,61,1.0,5.0,0.0
1,0,1,5,1,5.0,6,1.0,486772.5712,5879341.557999998,1,0,1,4,51,63,1.0,5.0,0.0
0,2,0,4,1,5.0,7,1.0,490338.297,5880515.365,4,0,1,6,58,45,1.0,5.0,0.0
2,0,0,5,2,1.0,6,2.0,491861.0749,5883964.179,4,0,3,3,29,29,2.0,5.0,0.0
4,1,1,5,1,5.0,6,1.0,495454.9475,5879338.423,4,0,10,2,63,44,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,492277.9795,5881060.213,6,0,3,4,80,43,1.0,5.0,0.0
5,1,0,5,1,5.0,3,1.0,483275.1546,5885057.618,3,0,6,6,19,51,1.0,5.0,0.0
1,2,0,4,1,5.0,5,1.0,487719.1275,5877250.418,2,0,4,1,25,44,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,486529.8202,5880932.236000001,5,0,6,4,50,45,1.0,5.0,0.0
1,0,1,5,1,5.0,7,2.0,487690.506,5881662.741,5,0,3,2,31,45,1.0,5.0,0.0
3,2,0,5,1,5.0,6,1.0,486409.1998,5880800.503,1,1,7,1,53,22,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,496096.3107,5876507.977000001,7,0,11,2,47,24,1.0,3.0,0.0
2,0,0,5,2,1.0,6,1.0,494033.6852,5876387.225,5,0,2,3,22,40,1.0,4.0,1.0
1,2,0,5,1,5.0,5,1.0,485166.7763,5882850.7760000015,5,0,5,6,31,74,1.0,5.0,0.0
5,0,0,5,1,5.0,2,2.0,486121.797,5880470.061000002,3,0,5,2,26,28,1.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,485811.9427,5880799.215,5,1,10,4,34,40,2.0,5.0,0.0
3,0,0,5,2,2.0,6,1.0,480823.8675,5892325.39,1,0,6,4,72,24,1.0,5.0,0.0
1,0,2,5,1,5.0,7,1.0,486911.7368,5879179.134,7,0,1,4,46,31,1.0,5.0,0.0
1,1,1,5,1,5.0,5,1.0,481828.5027,5878726.688999998,2,1,10,5,61,28,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,485811.4351,5879270.852999999,4,1,3,2,33,52,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,490225.2731,5880143.95,6,1,6,2,72,27,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,487233.4334,5875869.286,2,1,4,2,37,50,1.0,5.0,0.0
1,2,0,5,1,5.0,6,1.0,495406.5484,5879121.254,4,0,11,5,25,43,1.0,5.0,0.0
0,0,0,4,1,5.0,1,2.0,489105.9377,5881446.709,3,0,9,2,67,45,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,491933.0388,5880935.544,2,0,10,2,82,19,2.0,5.0,0.0
2,2,1,5,1,2.0,6,1.0,492227.4833,5877884.463,2,0,4,6,24,45,1.0,5.0,0.0
7,2,1,5,2,1.0,7,2.0,490834.4644,5875756.583,5,0,12,1,23,45,1.0,5.0,0.0
3,0,0,5,2,1.0,6,1.0,495811.6971,5875361.106000002,7,0,8,3,53,69,2.0,5.0,0.0
3,0,1,5,1,2.0,6,1.0,487375.2698,5885032.541,6,0,10,4,74,56,1.0,5.0,0.0
5,0,0,5,1,5.0,2,1.0,489958.5714,5884746.909,4,0,6,2,30,22,2.0,3.0,0.0
5,0,0,5,1,5.0,7,1.0,489880.1565,5877895.985,6,0,5,5,74,53,2.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,488313.70700000005,5876096.086,6,1,7,6,43,44,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,492573.1579,5881846.179,7,0,4,4,48,60,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,489987.6102,5880191.515,3,0,9,4,63,60,2.0,3.0,0.0
2,0,1,5,2,1.0,6,1.0,481014.3433,5891660.464,4,1,7,4,20,61,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,492757.3964,5877618.286,2,0,8,5,34,63,2.0,3.0,0.0
1,0,1,5,1,5.0,5,1.0,486882.0199,5882657.204,3,0,11,3,30,58,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,482546.5384,5877757.829,4,0,10,3,38,51,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,489738.3624,5877654.616,5,0,10,4,12,49,2.0,3.0,0.0
3,2,1,5,2,1.0,6,1.0,481011.3414,5891604.305,5,0,12,5,57,63,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,482579.0799,5878018.3829999985,1,0,10,4,31,57,2.0,3.0,0.0
2,1,0,5,1,5.0,7,1.0,487721.8573,5881281.292,2,0,10,5,25,53,2.0,5.0,0.0
3,0,0,5,1,5.0,1,2.0,481751.8870000001,5876537.681,7,0,1,3,30,83,1.0,3.0,0.0
8,0,0,4,1,5.0,7,1.0,484123.2004,5884992.444,1,0,9,2,39,53,1.0,3.0,0.0
1,0,1,5,1,5.0,5,2.0,488169.2485,5880987.173,6,1,12,4,57,27,1.0,5.0,0.0
1,2,1,5,1,5.0,5,1.0,486274.3794,5880529.272999999,2,1,12,6,56,46,1.0,5.0,0.0
1,0,0,4,1,5.0,1,1.0,488290.2139,5880408.278,2,0,4,2,53,42,2.0,3.0,0.0
0,0,0,5,1,5.0,7,1.0,492296.0356,5878580.677999998,5,0,4,4,61,56,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,490270.532,5879813.896000002,2,0,4,5,24,31,2.0,5.0,0.0
5,0,0,5,1,5.0,3,2.0,487007.1724,5879548.6510000015,6,0,5,5,52,11,2.0,3.0,0.0
3,0,0,5,1,5.0,6,1.0,490366.4478,5880379.596,4,0,8,4,30,74,1.0,4.0,1.0
0,0,0,5,1,5.0,7,1.0,488602.7335,5880268.047,6,0,5,5,35,44,1.0,3.0,0.0
4,0,0,5,1,5.0,6,2.0,485739.1515,5880704.025,3,0,11,5,29,49,2.0,3.0,0.0
1,0,0,5,1,5.0,7,1.0,488115.1306,5880611.647999999,3,0,11,2,51,28,1.0,5.0,0.0
0,0,0,5,1,2.0,2,1.0,485517.5515,5879613.327000001,7,1,4,5,37,44,1.0,5.0,0.0
1,2,0,5,1,5.0,7,1.0,485550.2055,5883805.2579999985,7,0,1,5,44,47,1.0,6.0,1.0
9,2,0,1,1,5.0,1,1.0,494296.4034,5877272.399,7,0,2,1,20,45,1.0,4.0,1.0
1,0,1,5,1,5.0,5,1.0,491304.459,5879393.778,5,0,2,3,74,48,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,496907.5381,5876063.652000002,3,0,2,4,24,48,1.0,5.0,0.0
3,0,0,5,1,5.0,1,2.0,486449.0103,5880826.037000001,2,0,5,4,68,41,1.0,3.0,0.0
5,0,0,5,1,5.0,7,1.0,487049.8093,5879013.64,2,0,5,3,37,49,1.0,3.0,0.0
5,0,0,5,1,5.0,2,1.0,487008.1971,5882357.039,7,0,5,5,38,74,1.0,6.0,1.0
1,0,1,5,1,5.0,1,1.0,482536.4884,5877733.646000002,2,0,1,4,57,63,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,488842.8269,5880137.374,2,0,9,4,26,30,2.0,3.0,0.0
1,1,0,5,1,5.0,5,1.0,488292.2982,5880408.182999998,6,0,9,5,24,59,2.0,3.0,0.0
3,0,0,5,1,5.0,6,2.0,489646.0321,5877466.155,6,0,11,4,14,14,2.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,486655.8956,5879164.884,6,0,5,5,41,53,1.0,4.0,1.0
1,2,0,5,1,5.0,7,1.0,496587.9947,5879347.477000001,4,0,12,6,43,50,1.0,5.0,0.0
5,0,0,5,1,5.0,3,2.0,476677.3247,5891684.707,5,0,4,2,15,40,2.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,492444.2017,5876130.522999999,2,0,5,5,27,59,2.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,486781.3183,5879331.544,3,0,6,5,34,28,2.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,485911.242,5883101.806,6,0,6,4,54,49,1.0,5.0,0.0
6,0,0,5,1,5.0,6,1.0,493771.71,5876734.154,3,0,6,4,58,13,2.0,3.0,0.0
0,0,0,5,1,5.0,7,1.0,474619.7215,5892595.207,3,0,3,4,15,46,2.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,496314.9435,5876577.97,1,1,3,4,56,40,1.0,5.0,0.0
1,0,0,1,1,5.0,7,1.0,490481.8732,5883728.1170000015,3,0,3,4,36,49,2.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,486407.3682,5883440.43,7,1,10,4,56,36,1.0,5.0,0.0
1,2,1,5,1,2.0,6,1.0,480783.5887,5877720.91,6,0,12,5,26,47,1.0,5.0,0.0
0,0,1,4,1,5.0,7,1.0,480119.229,5890963.791,3,0,10,4,67,46,1.0,6.0,1.0
0,0,0,5,1,5.0,7,2.0,488738.5505,5880189.961,7,0,9,4,55,46,1.0,3.0,0.0
2,2,0,5,1,5.0,6,1.0,485782.1348,5879303.281,7,0,9,6,40,36,1.0,4.0,1.0
0,0,0,5,1,5.0,6,1.0,474000.036,5892852.73,2,0,9,3,55,64,1.0,3.0,0.0
5,0,0,5,1,5.0,3,2.0,489989.4398,5885109.738,5,0,3,4,62,27,2.0,3.0,0.0
0,2,1,5,1,5.0,7,1.0,483104.5574,5886316.245,3,0,2,6,43,44,1.0,5.0,0.0
0,2,0,5,1,5.0,1,1.0,492037.0454,5883654.213,7,0,4,6,51,44,1.0,3.0,0.0
1,0,1,5,1,5.0,1,2.0,474921.2148,5891232.977999999,5,0,6,5,32,33,2.0,5.0,0.0
0,0,1,4,1,5.0,2,1.0,491020.426,5883129.238,4,0,1,4,42,43,1.0,5.0,0.0
5,1,0,5,1,5.0,3,2.0,494259.0453,5879531.524,6,0,8,1,18,28,1.0,3.0,0.0
0,0,0,5,1,5.0,7,1.0,485446.9147,5883903.708,2,0,5,1,26,44,1.0,2.0,1.0
5,0,0,5,1,5.0,3,1.0,485011.5277,5883269.868,2,1,8,4,27,29,2.0,3.0,0.0
1,0,0,5,1,5.0,7,1.0,486608.4561,5879533.2,2,1,7,4,21,71,2.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,489977.0757,5876911.424,2,1,7,5,20,24,2.0,3.0,0.0
5,0,0,5,1,5.0,2,1.0,491834.3865,5881433.04,6,0,9,5,56,38,2.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,479537.9111,5891081.352999999,4,0,10,5,48,51,2.0,5.0,0.0
1,2,1,5,1,5.0,5,1.0,471207.9057,5892514.375,6,0,9,6,29,25,2.0,5.0,0.0
0,2,0,5,1,5.0,7,2.0,490240.9881,5879737.702000001,5,0,9,6,51,44,1.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,485656.2246,5883599.7179999985,1,0,12,5,60,35,1.0,6.0,1.0
0,0,0,5,1,5.0,1,1.0,491660.1862,5881412.539,6,0,12,2,64,44,1.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,496102.822,5879743.784,4,1,10,2,33,82,1.0,5.0,0.0
6,0,1,5,1,5.0,4,1.0,485933.5894,5879416.497,2,0,2,5,30,48,2.0,3.0,0.0
5,0,0,5,1,5.0,3,2.0,474994.5022,5892612.708,2,0,4,3,61,29,2.0,3.0,0.0
5,2,1,5,1,5.0,3,1.0,490217.2383,5879634.137999998,6,1,4,6,32,28,1.0,2.0,1.0
1,0,0,4,1,5.0,7,1.0,474289.056,5892833.136,5,0,3,2,43,66,1.0,5.0,0.0
4,0,0,5,1,5.0,6,1.0,489041.6496,5883232.458,6,0,6,5,20,54,1.0,2.0,1.0
2,0,1,5,1,5.0,7,1.0,487921.4526,5877742.336,7,1,6,4,25,43,1.0,2.0,1.0
0,0,0,5,1,5.0,7,2.0,483833.5081,5882119.607999999,6,0,9,5,18,45,1.0,3.0,0.0
5,0,1,5,1,5.0,3,2.0,482388.8114,5877433.966,4,1,6,4,67,57,1.0,2.0,1.0
5,0,0,5,1,5.0,3,1.0,483792.7248,5885319.075,4,0,8,3,65,41,1.0,3.0,0.0
5,0,1,5,1,5.0,3,2.0,491836.8961,5881112.607000002,4,0,9,5,25,37,2.0,2.0,1.0
3,0,0,5,1,5.0,6,2.0,490251.6574,5881440.799,2,0,8,2,29,45,2.0,3.0,0.0
3,0,1,5,1,5.0,6,1.0,476535.7478,5891667.143999998,4,0,11,4,37,68,1.0,5.0,0.0
5,0,0,5,1,5.0,2,1.0,489761.275,5881962.035,2,0,6,4,85,54,1.0,3.0,0.0
0,1,0,5,1,5.0,1,1.0,486637.0072,5881056.397000001,7,0,9,5,29,44,1.0,3.0,0.0
2,0,0,5,1,5.0,7,1.0,487483.4608,5881282.201,7,0,9,3,52,24,1.0,5.0,0.0
3,2,1,5,1,5.0,6,1.0,486178.0119,5879673.823,2,0,9,6,48,23,1.0,5.0,0.0
4,0,0,5,1,5.0,6,1.0,485503.8432,5880692.72,6,1,7,4,12,40,1.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,485034.1067,5883075.47,5,0,2,5,60,42,1.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,493434.3123,5880247.25,6,0,9,4,26,45,2.0,5.0,0.0
5,0,0,5,1,5.0,3,2.0,487118.3875,5881455.2579999985,2,1,8,5,19,75,1.0,3.0,0.0
5,2,0,1,1,5.0,3,1.0,491672.2379,5879175.384,6,0,1,1,20,50,2.0,3.0,0.0
0,0,1,5,1,5.0,7,1.0,492764.0876,5878397.347,7,1,7,4,45,45,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,487278.353,5881436.516,1,0,3,4,33,50,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486011.0671,5882455.575,6,0,4,2,49,48,2.0,2.0,1.0
0,0,0,5,1,5.0,1,1.0,485070.2261,5881114.502,2,0,8,2,16,46,1.0,3.0,0.0
2,0,1,5,1,5.0,6,1.0,480194.6397,5890001.802999998,3,0,1,3,70,21,1.0,4.0,1.0
0,0,1,5,1,5.0,3,2.0,486826.8773,5881188.995,6,0,9,4,33,29,1.0,3.0,0.0
5,2,1,5,1,5.0,3,1.0,487554.0754,5881766.861000001,2,0,1,5,27,72,2.0,3.0,0.0
0,2,1,5,1,5.0,1,1.0,491435.9893,5880850.59,7,0,11,6,19,46,1.0,5.0,0.0
4,2,0,5,1,5.0,6,1.0,487978.6333,5880000.92,6,1,10,6,37,31,2.0,3.0,0.0
0,2,0,5,1,5.0,1,1.0,488564.3831,5879935.155,3,0,9,6,54,46,1.0,3.0,0.0
1,0,0,5,1,5.0,7,1.0,495888.8319,5881956.2,6,0,11,4,44,19,1.0,5.0,0.0
0,0,0,5,1,5.0,1,2.0,486693.7493,5880243.708,3,0,3,2,29,44,1.0,3.0,0.0
0,0,1,4,1,5.0,1,1.0,473470.7981,5892046.4339999985,2,0,6,5,24,44,1.0,6.0,1.0
5,0,0,5,1,5.0,3,1.0,474976.6516,5892505.722999998,4,0,6,4,24,76,1.0,5.0,0.0
4,0,0,5,1,5.0,6,1.0,486590.4835,5881002.671,2,0,6,3,19,50,2.0,3.0,0.0
5,2,1,5,1,5.0,3,1.0,487917.2426,5877790.713,3,0,10,2,48,33,2.0,3.0,0.0
5,0,1,4,1,5.0,3,2.0,491673.0206,5881408.802999998,2,0,12,3,35,40,2.0,3.0,0.0
8,2,1,4,1,5.0,1,1.0,495162.4037,5880353.268999998,7,0,11,1,30,19,1.0,4.0,1.0
2,2,0,5,1,5.0,6,1.0,487888.3274,5877680.961,6,0,12,6,49,62,1.0,4.0,1.0
1,2,0,5,1,5.0,5,1.0,487530.6769,5881313.351,4,0,3,6,46,61,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,484564.49,5884613.695,6,0,4,4,88,60,2.0,5.0,0.0
9,2,1,0,1,5.0,1,1.0,494123.6641,5880197.074,1,0,12,2,27,45,1.0,2.0,1.0
0,1,0,1,1,2.0,7,1.0,487856.4885,5877689.541,2,0,5,1,45,45,1.0,2.0,1.0
1,0,0,5,1,5.0,7,1.0,483093.0098,5886333.035,4,0,4,3,77,69,1.0,5.0,0.0
4,0,0,5,1,5.0,6,1.0,486878.4238,5880343.339,5,1,4,5,42,56,1.0,3.0,0.0
6,0,0,5,1,5.0,3,2.0,487735.9875,5880080.363,5,0,6,5,68,54,1.0,3.0,0.0
5,2,1,5,1,5.0,3,2.0,481678.406,5876271.027000002,4,0,10,1,21,61,1.0,3.0,0.0
0,0,0,5,1,5.0,1,1.0,490041.9455,5881778.127,4,0,6,5,81,45,1.0,3.0,0.0
6,0,0,5,1,5.0,4,2.0,479047.6793,5891563.1170000015,3,0,3,2,79,76,2.0,2.0,1.0
5,0,0,5,1,4.0,2,1.0,485951.5001,5881869.078,5,0,6,5,21,29,1.0,3.0,0.0
1,0,1,5,1,5.0,1,2.0,489489.5243,5881301.924,4,0,8,2,14,46,1.0,3.0,0.0
0,0,0,5,1,5.0,1,1.0,492127.4813,5879351.522999999,3,1,10,4,13,45,1.0,2.0,1.0
0,0,0,5,1,5.0,7,1.0,492115.1732,5883508.679,3,0,6,4,13,46,1.0,3.0,0.0
2,2,1,5,1,5.0,6,1.0,480974.3337,5887362.982000002,6,0,10,5,24,39,2.0,5.0,0.0
0,0,1,5,1,5.0,6,1.0,486817.8724,5881701.914,6,0,11,4,56,55,1.0,3.0,0.0
0,0,0,5,1,5.0,3,1.0,486996.8314,5880441.911,5,0,8,5,27,24,2.0,3.0,0.0
5,0,1,0,1,5.0,3,2.0,491453.1538,5879305.1329999985,6,0,11,4,28,51,1.0,4.0,1.0
3,0,1,5,2,2.0,6,1.0,480896.9095,5892357.706,5,0,4,2,60,44,1.0,5.0,0.0
4,1,0,5,1,5.0,7,1.0,479021.2262,5891336.24,2,0,4,5,60,46,1.0,2.0,1.0
0,0,0,5,1,5.0,7,1.0,481064.8822,5891518.852000001,2,0,12,4,43,44,1.0,3.0,0.0
7,0,0,4,1,5.0,1,1.0,488422.2134,5880372.811000002,4,0,8,4,68,45,1.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,482466.0708,5878513.312999999,1,1,7,4,51,78,1.0,3.0,0.0
5,1,0,5,1,5.0,3,2.0,472548.5375,5892689.341,3,0,5,2,25,41,1.0,3.0,0.0
1,0,0,5,1,5.0,1,1.0,485521.9171,5879829.6510000015,2,0,6,1,19,32,2.0,5.0,0.0
5,2,1,5,1,5.0,2,1.0,486563.9318,5880023.737000002,6,0,8,1,65,43,1.0,3.0,0.0
0,0,0,5,1,5.0,7,1.0,481302.58700000006,5877298.83,2,1,3,4,76,46,1.0,3.0,0.0
5,2,1,5,1,5.0,3,1.0,494259.7944,5879878.544,4,1,1,6,28,40,2.0,5.0,0.0
2,2,0,5,1,5.0,6,1.0,493146.3873,5878833.686000002,6,0,11,5,32,21,2.0,5.0,0.0
5,2,1,4,1,5.0,3,2.0,487959.6116,5881910.47,2,0,12,2,28,63,2.0,2.0,1.0
6,2,1,5,1,5.0,4,2.0,488626.6088,5881382.301,2,0,11,6,18,54,1.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,483085.3769,5886344.0989999985,4,0,11,4,16,28,1.0,3.0,0.0
1,0,0,5,2,5.0,7,1.0,481710.0134,5878695.57,7,0,8,6,43,50,1.0,5.0,0.0
3,2,0,5,1,5.0,6,1.0,489143.2219,5879835.115,7,0,10,6,55,65,1.0,5.0,0.0
2,2,1,5,1,5.0,6,1.0,490089.3927,5883919.467,5,0,1,5,34,32,1.0,5.0,0.0
4,0,0,5,1,5.0,1,1.0,486397.8342,5882823.356000002,5,1,10,3,64,52,1.0,3.0,0.0
5,2,0,5,1,5.0,3,1.0,486896.1157,5880684.585,5,0,12,2,35,44,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,487744.7467,5881050.062999999,3,0,5,2,55,52,1.0,3.0,0.0
0,0,1,5,1,5.0,1,1.0,491597.3323,5881811.339,4,0,9,2,15,45,1.0,5.0,0.0
4,0,0,5,1,5.0,6,1.0,490483.1419,5880342.871,3,1,7,5,34,54,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,494901.4102,5880389.79,3,0,5,3,87,69,1.0,3.0,0.0
1,0,0,5,1,5.0,7,1.0,485542.7706,5878324.722,5,0,5,2,44,37,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,487742.9015,5881051.461,3,1,6,3,71,73,2.0,5.0,0.0
5,1,0,5,1,5.0,3,1.0,470923.3393,5894353.557,5,0,2,2,9,50,1.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,488165.2802,5880402.984,6,0,8,3,45,24,2.0,5.0,0.0
