type_of_accident,lighting_conditions,road_conditions,impact_on_obstacle_next_to_the_road,location_innercity_extraurban,street_class,kind_of_accident,gender,feature_x,feature_y,day_of_week,vacation,month,hour_cat,age,casualty_age,casualty_gender,accident_categore,accident_severity
9,2,0,3,2,1.0,1,2.0,487533.7498,5885334.116,4,0,9,6,19,43,1.0,5.0,0.0
5,0,0,5,1,5.0,2,2.0,490057.2377,5881794.232999999,4,0,10,4,38,14,2.0,5.0,0.0
3,0,0,5,1,2.0,2,1.0,487885.8209,5877649.167,2,0,10,3,66,30,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,481036.9606,5887285.862000002,5,0,10,5,76,24,1.0,5.0,0.0
5,2,0,5,1,5.0,3,1.0,486739.6768,5883979.07,2,0,10,1,45,44,2.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,490020.8146,5876035.0079999985,4,0,10,4,48,52,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,480961.2586,5887358.666,3,0,10,4,27,51,1.0,5.0,0.0
5,2,0,5,1,2.0,3,1.0,487310.4482,5877941.72,2,0,11,5,60,27,1.0,3.0,0.0
3,0,1,5,1,5.0,2,1.0,487176.7409,5881512.215,5,0,10,4,32,59,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,487292.2382,5880279.365,5,0,10,4,21,43,1.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,492726.9176,5881294.06,3,0,9,4,18,32,1.0,3.0,0.0
3,0,0,5,1,5.0,6,1.0,489099.7475,5880834.597999998,5,0,9,2,57,46,2.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,492299.1594,5883240.422,2,0,4,5,36,48,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486369.0955,5882232.328,3,0,9,5,37,37,1.0,5.0,0.0
2,2,1,5,1,5.0,6,1.0,486139.9804,5878871.158,5,0,11,2,52,56,1.0,3.0,0.0
5,0,0,5,1,2.0,3,1.0,483053.6195,5878252.14,3,0,11,2,64,55,1.0,5.0,0.0
3,2,1,5,2,2.0,6,1.0,486260.1965,5882939.257,6,0,11,5,41,48,2.0,5.0,0.0
1,2,1,5,1,5.0,3,1.0,484955.5107,5881186.982000002,4,0,11,5,30,31,2.0,5.0,0.0
5,2,0,5,1,5.0,3,1.0,486988.926,5881342.176,6,0,11,6,20,18,2.0,5.0,0.0
5,0,0,5,1,5.0,3,2.0,491865.6195,5881053.952000001,6,1,10,3,49,55,1.0,4.0,1.0
2,0,0,5,1,5.0,6,1.0,482626.7137,5878216.442000002,2,0,11,3,78,53,2.0,3.0,0.0
2,0,1,5,1,5.0,6,1.0,486200.9124,5879707.868,4,0,11,2,29,52,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,485762.5271,5880686.587,3,0,12,4,46,40,1.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,471899.2034,5892675.9410000015,2,0,11,5,31,21,1.0,5.0,0.0
2,1,1,5,1,5.0,6,1.0,482638.9032,5878156.756,6,0,11,5,57,26,2.0,3.0,0.0
2,2,1,5,1,5.0,6,2.0,490182.5267,5879499.62,1,0,11,1,28,27,2.0,5.0,0.0
2,2,0,5,1,5.0,6,1.0,486609.404,5881957.169,1,0,11,5,27,24,1.0,3.0,0.0
2,0,1,5,1,5.0,6,1.0,486202.5351,5880583.24,3,0,11,4,28,34,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,488718.1704,5881309.762,2,1,10,3,39,19,1.0,5.0,0.0
2,1,1,5,1,5.0,6,1.0,475096.3924,5891184.338,2,0,12,5,21,43,1.0,4.0,1.0
5,2,0,5,1,5.0,2,2.0,491881.6832,5881074.88,4,1,10,5,56,34,2.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,489043.907,5880849.15,5,0,11,4,60,37,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486552.6771,5878424.905,6,0,11,4,30,39,1.0,5.0,0.0
1,2,0,5,1,5.0,7,2.0,480251.5597,5889531.539,4,0,11,5,18,40,1.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,484764.1233,5884423.578,2,0,12,2,37,24,2.0,3.0,0.0
1,2,1,5,1,5.0,7,1.0,492207.6661,5877553.871,3,0,11,5,69,60,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,489367.7164,5876740.736000001,1,0,11,4,48,17,1.0,3.0,0.0
5,2,1,5,1,5.0,3,2.0,485518.4483,5879612.3160000015,2,0,11,5,59,53,1.0,5.0,0.0
8,2,1,3,2,1.0,1,1.0,482512.4407,5888099.728999998,1,0,10,5,45,43,1.0,5.0,0.0
1,1,0,5,1,5.0,5,1.0,484174.5363,5884948.253,2,0,11,5,39,50,1.0,5.0,0.0
1,0,0,4,1,5.0,5,2.0,493302.6984,5886074.777000002,5,0,11,4,66,46,2.0,5.0,0.0
5,2,0,5,1,5.0,3,1.0,481761.6201,5876557.048,6,0,12,5,39,27,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,490394.7542,5881457.339,4,0,12,4,30,48,2.0,5.0,0.0
7,1,1,4,1,5.0,7,1.0,488069.1836,5880386.302999998,2,0,11,2,60,44,2.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,481130.4159,5877415.548,4,0,11,2,44,30,2.0,5.0,0.0
1,0,1,4,1,5.0,1,1.0,493022.6574,5885328.169,6,0,11,4,54,65,1.0,5.0,0.0
3,0,0,5,1,5.0,2,1.0,490420.2524,5880362.0989999985,6,1,10,4,42,57,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,488156.5084,5880407.575,7,1,10,4,25,24,1.0,5.0,0.0
1,2,0,5,1,5.0,6,2.0,474767.0647,5892554.069,5,1,10,2,31,47,2.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,488243.7578,5881662.075,4,0,11,3,25,60,1.0,2.0,1.0
3,2,0,5,1,5.0,6,1.0,482544.1549,5886155.714,6,0,11,2,46,47,1.0,5.0,0.0
5,0,1,5,1,5.0,3,2.0,487471.3474,5877863.572000002,5,0,11,2,64,38,1.0,3.0,0.0
5,2,1,5,1,5.0,3,1.0,482063.956,5878788.192000002,7,0,11,5,51,26,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,485920.4831,5880235.392000001,4,0,12,4,37,26,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,486060.3655,5881466.049,2,0,12,2,30,53,1.0,5.0,0.0
9,2,0,3,1,5.0,7,2.0,486583.2311,5880065.042,5,1,1,5,40,44,1.0,3.0,0.0
3,0,0,5,1,5.0,6,1.0,486649.0481,5881036.6510000015,4,1,12,4,57,29,1.0,5.0,0.0
3,0,1,5,1,5.0,7,1.0,490415.4967,5880366.656,6,0,12,4,32,28,1.0,5.0,0.0
0,0,0,5,2,1.0,7,2.0,493797.4902,5881417.677999998,4,0,5,1,24,44,1.0,5.0,0.0
1,2,0,5,1,5.0,6,1.0,477354.1473,5890543.088,7,1,12,5,66,36,1.0,3.0,0.0
2,1,0,5,1,5.0,6,2.0,485593.0529,5879066.9410000015,4,0,12,5,32,30,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,485048.9988,5883112.442000002,3,0,12,3,50,20,1.0,5.0,0.0
5,0,1,5,1,5.0,3,2.0,487341.0797,5883274.359,3,0,12,2,49,47,1.0,5.0,0.0
1,1,0,5,1,5.0,7,1.0,493440.1516,5884639.911,5,0,12,2,22,27,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,490337.6938,5880393.981000002,6,0,12,3,50,24,1.0,5.0,0.0
2,1,0,5,1,5.0,6,1.0,495831.0756,5879909.097999998,1,0,12,5,26,42,2.0,5.0,0.0
3,1,0,5,1,5.0,6,1.0,493237.8173,5886470.198,7,0,12,2,34,50,1.0,5.0,0.0
5,0,0,5,1,5.0,2,1.0,486654.7419,5879901.046,2,0,1,5,61,52,1.0,5.0,0.0
5,0,1,5,1,5.0,3,2.0,486161.0335,5880512.917,2,0,2,5,55,46,2.0,3.0,0.0
2,0,1,5,1,5.0,2,1.0,488141.5101,5880962.452000001,4,0,3,4,44,56,2.0,5.0,0.0
3,0,0,5,1,5.0,2,1.0,485628.4829,5882163.749,2,0,5,6,40,30,1.0,5.0,0.0
7,0,1,5,2,1.0,7,1.0,490025.6565,5875166.435,1,0,9,5,42,24,1.0,5.0,0.0
3,1,1,5,1,5.0,6,2.0,485816.3015,5880817.628,3,1,3,6,22,40,1.0,5.0,0.0
1,0,0,5,1,5.0,2,1.0,486163.2591,5882628.302,5,1,6,5,38,27,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,484900.0615,5879222.813999998,5,0,4,5,41,22,1.0,5.0,0.0
5,0,0,5,1,5.0,2,1.0,491327.7821,5883173.174,4,1,10,3,30,31,2.0,5.0,0.0
2,1,0,5,1,5.0,2,1.0,482559.4822,5877892.44,5,0,11,5,46,42,1.0,5.0,0.0
6,0,0,5,1,5.0,4,1.0,491999.1295,5883580.147000001,4,0,6,2,84,46,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,485823.6327,5880835.95,7,1,7,5,64,25,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,485554.9007,5880322.699,2,1,7,4,59,69,1.0,5.0,0.0
5,2,1,5,1,5.0,3,2.0,484740.8802,5882827.426,4,0,1,2,61,63,2.0,5.0,0.0
5,2,0,5,1,5.0,3,1.0,488242.4919,5881667.642999998,7,0,1,5,36,24,2.0,4.0,1.0
2,0,0,5,1,5.0,6,1.0,492196.4979,5877714.251,4,1,10,4,35,65,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,486649.247,5883714.478999998,2,0,8,2,21,36,1.0,5.0,0.0
5,1,0,5,1,5.0,3,1.0,492315.8237,5877845.381,5,0,5,6,33,30,2.0,3.0,0.0
5,2,1,5,1,5.0,3,1.0,484850.5022,5879199.757,3,0,1,6,76,37,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,496205.5272,5879673.592,4,0,2,4,31,55,1.0,5.0,0.0
3,0,1,5,1,5.0,6,2.0,485274.282,5879962.265,2,1,8,4,36,57,1.0,5.0,0.0
3,0,0,5,1,2.0,6,2.0,480875.2105,5892334.629,2,0,9,4,35,28,2.0,3.0,0.0
1,2,0,5,1,5.0,7,1.0,487300.1722,5880970.634,2,1,10,5,41,37,1.0,5.0,0.0
2,0,1,5,1,5.0,7,1.0,483719.1616,5884582.825,2,0,11,4,50,49,1.0,5.0,0.0
5,2,1,5,1,5.0,2,1.0,480555.4037,5889151.325,1,0,11,5,18,65,2.0,4.0,1.0
2,0,0,5,1,5.0,6,2.0,482276.729,5877232.149,5,1,10,4,46,22,1.0,5.0,0.0
2,0,0,5,1,5.0,2,1.0,487167.8036,5882816.977999999,4,0,12,4,41,46,2.0,5.0,0.0
5,2,1,5,1,5.0,3,2.0,474903.255,5892045.916,7,0,12,6,42,21,1.0,3.0,0.0
3,0,0,5,1,5.0,6,1.0,487527.611,5877834.866,2,0,7,5,43,45,1.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,476393.2901,5891629.794,3,0,6,3,81,58,1.0,5.0,0.0
5,0,0,5,1,5.0,7,1.0,487465.6041,5880448.123,7,0,3,4,22,54,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,486270.6859,5882998.32,2,1,8,5,56,53,1.0,5.0,0.0
1,0,1,5,1,5.0,7,1.0,496514.5534,5879400.342,3,1,8,3,49,45,1.0,5.0,0.0
2,0,0,4,1,5.0,6,1.0,486061.3133,5881468.448,4,1,8,5,37,47,2.0,5.0,0.0
8,0,1,4,2,1.0,1,1.0,482620.6454,5888095.54,6,1,8,5,51,43,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,482920.1370000001,5886583.871,2,0,4,4,77,61,1.0,5.0,0.0
2,0,1,5,1,5.0,6,2.0,489093.6601,5876490.871,2,0,6,2,63,26,2.0,5.0,0.0
2,2,1,3,1,5.0,6,1.0,487725.8747,5881039.446,7,0,12,1,25,21,1.0,5.0,0.0
3,0,0,5,1,5.0,2,2.0,490647.3983,5884057.339,6,0,7,5,39,23,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,492291.8448,5879215.036,7,0,9,4,19,49,1.0,5.0,0.0
0,0,1,4,1,5.0,7,1.0,496696.4065,5876175.286,2,0,12,4,38,43,1.0,5.0,0.0
2,2,2,5,1,1.0,6,1.0,472531.0467,5892702.582,5,0,2,2,24,53,1.0,3.0,0.0
2,0,1,5,1,5.0,6,2.0,485518.1068,5882045.669,4,0,11,4,39,26,1.0,5.0,0.0
3,0,0,5,1,5.0,2,2.0,490355.0544,5883791.415,1,0,4,4,21,27,1.0,5.0,0.0
5,0,1,5,1,5.0,3,2.0,483369.3603,5881728.6510000015,3,0,1,4,30,43,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,491255.8881,5880618.568,6,0,8,5,61,75,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,490182.6286,5879506.5929999985,4,0,3,4,51,47,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,487285.7305,5881448.376,7,1,8,3,50,24,1.0,5.0,0.0
2,0,1,5,1,5.0,7,1.0,488418.7152,5881547.964,3,0,12,2,49,59,1.0,3.0,0.0
3,0,0,5,1,5.0,2,1.0,486700.5753,5880227.298,5,0,4,2,29,39,1.0,5.0,0.0
5,1,1,5,1,5.0,3,1.0,475165.5926,5893114.866,4,0,10,5,44,41,1.0,5.0,0.0
2,2,2,5,1,5.0,6,1.0,483069.4835,5886367.083,7,0,1,6,55,21,2.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,474760.0557,5892558.98,2,0,3,5,41,24,1.0,4.0,1.0
2,0,0,5,1,5.0,6,1.0,474804.933,5892540.477000001,5,0,6,5,19,47,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,485938.1399,5880269.375,4,0,3,4,52,52,1.0,5.0,0.0
2,1,0,5,1,5.0,2,1.0,485615.4618,5882143.852000001,4,0,11,5,45,37,2.0,5.0,0.0
2,1,1,5,1,5.0,6,1.0,497234.7199,5877228.256,3,0,12,5,73,53,2.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,489216.5770000001,5880308.811000002,5,0,2,4,87,48,2.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,474951.431,5891217.652000002,7,1,8,4,39,38,2.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,486163.2817,5882591.885,4,0,2,4,25,50,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,471596.1607,5893786.489,5,0,2,4,75,19,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,482546.9925,5887342.324,4,0,7,4,52,38,1.0,3.0,0.0
5,0,0,5,1,5.0,3,2.0,480772.8627,5891135.193,6,0,7,3,20,36,1.0,5.0,0.0
8,1,1,3,2,1.0,1,1.0,484800.7288,5879881.727000001,6,0,10,5,19,43,1.0,5.0,0.0
5,0,1,5,1,5.0,3,2.0,487618.6844,5881714.065,6,0,1,4,27,62,2.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,490200.8079,5879493.054,4,1,8,5,42,42,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,486307.8469,5882360.68,2,1,8,4,47,24,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,482582.0501,5878021.116,2,0,12,4,25,24,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,493272.3062,5881079.344,3,0,12,4,27,23,1.0,5.0,0.0
7,0,0,4,1,5.0,7,1.0,486542.5764,5879296.615,1,0,2,4,76,43,1.0,5.0,0.0
5,2,1,5,1,5.0,3,2.0,491863.4527,5881053.728999998,1,0,1,1,56,58,1.0,3.0,0.0
2,2,1,5,1,5.0,6,2.0,492473.0056,5884419.9339999985,1,1,1,6,30,31,1.0,5.0,0.0
5,0,0,5,1,5.0,2,2.0,489149.7382,5881481.625,5,1,12,4,30,53,2.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,486898.3681,5879194.7820000015,5,0,10,3,41,43,2.0,5.0,0.0
2,2,0,5,1,5.0,6,1.0,483620.6646,5881339.801,4,0,1,6,27,29,2.0,5.0,0.0
5,0,0,5,1,5.0,3,2.0,486004.7774,5878773.262999998,5,0,1,4,35,34,1.0,5.0,0.0
2,0,0,5,1,5.0,2,1.0,488750.072,5879923.611000001,2,0,6,5,44,35,2.0,5.0,0.0
2,0,0,5,1,2.0,2,1.0,486572.6958,5878400.824,2,1,8,5,51,58,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486389.666,5881472.245,7,0,2,5,30,52,1.0,3.0,0.0
9,2,1,4,2,1.0,1,1.0,480705.8471,5892139.051,5,0,11,6,30,45,1.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,496682.096,5878766.687000001,6,1,8,4,50,55,2.0,5.0,0.0
1,2,0,5,1,5.0,7,1.0,491729.1275,5879608.998,7,0,5,1,43,28,2.0,4.0,1.0
1,0,0,5,1,5.0,6,2.0,495285.8184,5882227.247,4,0,5,3,21,56,2.0,5.0,0.0
0,0,0,5,1,5.0,7,2.0,486120.0034,5878887.765,5,0,11,4,87,43,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,492501.233,5884420.139,7,0,2,5,69,54,2.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,480744.8712,5888520.298,5,0,8,5,20,25,2.0,5.0,0.0
2,0,0,5,1,2.0,6,2.0,487202.2727,5875784.802999998,2,1,7,5,21,54,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,491355.0789,5882451.46,5,1,4,4,44,47,1.0,5.0,0.0
5,0,1,5,1,5.0,2,1.0,483627.3218,5885561.09,5,0,1,4,92,25,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,471063.8891,5893946.1839999985,7,0,9,4,22,36,1.0,5.0,0.0
3,0,1,5,1,2.0,6,1.0,485935.5266,5881124.703,3,1,8,5,58,45,2.0,5.0,0.0
2,0,0,5,1,5.0,7,2.0,494658.0743,5880282.076,4,0,3,4,20,38,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,489856.2919,5876363.791,2,0,3,2,32,23,2.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486238.534,5882432.83,5,0,1,4,30,21,2.0,5.0,0.0
1,2,0,5,1,5.0,7,1.0,491942.7744,5881836.49,6,1,10,5,77,78,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,487067.5074,5881608.772000001,7,0,11,4,26,37,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,485190.4139,5879497.011,5,0,4,4,44,30,1.0,3.0,0.0
2,1,1,5,1,5.0,2,1.0,488287.7351,5881663.342,2,0,1,5,25,43,1.0,5.0,0.0
3,2,1,4,1,5.0,2,1.0,490415.5241,5880365.5079999985,5,0,12,5,59,75,2.0,5.0,0.0
3,0,1,5,1,5.0,2,2.0,487176.6408,5881512.114,6,0,12,4,20,34,2.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,489735.1295,5877653.654,3,1,1,4,69,50,1.0,4.0,1.0
2,0,0,5,2,5.0,6,1.0,486562.1682,5883649.323,2,0,5,2,53,58,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,486013.9009,5881294.235,3,1,8,5,35,29,2.0,5.0,0.0
1,1,1,5,1,5.0,7,1.0,488287.4193,5881679.024,2,0,1,2,50,60,2.0,5.0,0.0
2,0,0,5,1,5.0,7,1.0,488518.2793,5881466.31,2,0,3,4,60,24,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,490013.9706,5881692.256,2,1,1,5,42,35,2.0,5.0,0.0
2,0,0,5,1,5.0,2,1.0,483191.4154,5886189.306,5,1,8,2,52,71,1.0,5.0,0.0
5,1,1,5,1,5.0,3,1.0,476020.1429,5893352.181,2,1,8,5,37,56,1.0,3.0,0.0
0,0,0,5,1,5.0,7,1.0,497602.7306,5879201.892999998,6,0,4,4,62,45,1.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,491065.0171,5882387.055,5,0,10,5,81,71,2.0,5.0,0.0
1,2,0,5,1,5.0,7,2.0,485300.0531,5879874.694,6,0,3,2,29,28,1.0,5.0,0.0
2,0,0,5,1,5.0,2,1.0,481485.0999,5877149.534,3,0,5,4,33,25,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,481903.7099,5886626.75,6,0,2,4,27,23,1.0,5.0,0.0
5,0,0,5,1,5.0,3,2.0,473727.0588,5891949.305,4,0,9,4,32,12,1.0,3.0,0.0
1,0,1,5,1,5.0,7,1.0,488401.4111,5881125.813999998,3,0,2,6,66,56,1.0,5.0,0.0
6,2,0,5,1,5.0,7,1.0,488230.5596,5880410.089,5,0,2,6,42,64,2.0,2.0,1.0
1,0,0,5,1,5.0,5,1.0,489021.8964,5880243.636,7,0,11,4,39,48,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,488716.9169,5881310.289,1,0,4,4,48,26,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,485164.3383,5879819.597999998,4,0,1,3,74,39,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,482563.2886,5877995.995,5,0,1,4,24,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,486557.1402,5881119.772000001,5,1,6,3,40,54,1.0,5.0,0.0
9,0,1,4,1,5.0,1,2.0,482671.4332,5887655.164,1,0,6,6,28,45,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,491250.4752,5879417.828,2,0,2,4,57,54,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,487209.9313,5875800.5079999985,2,0,12,3,43,47,1.0,5.0,0.0
0,0,0,5,1,5.0,2,1.0,475809.4504,5891606.799,6,1,7,4,67,44,2.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,485746.5542,5883429.335,4,0,1,3,67,48,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486134.5592,5878874.134,4,1,4,4,67,39,1.0,6.0,1.0
8,2,1,1,1,5.0,1,1.0,497268.471,5876924.277000002,6,0,2,5,34,43,1.0,5.0,0.0
1,2,0,5,1,5.0,2,1.0,494027.5225,5881445.353999998,1,0,2,5,62,63,1.0,3.0,0.0
3,2,1,4,1,5.0,6,1.0,487828.445,5877703.052999998,1,0,12,5,70,31,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,491349.5886,5882432.562999999,3,1,7,5,79,26,2.0,5.0,0.0
2,2,1,5,1,5.0,6,1.0,486768.322,5881874.591,7,0,1,6,21,32,1.0,5.0,0.0
2,2,1,5,1,2.0,6,1.0,486602.5285,5878393.629,2,0,1,2,44,27,2.0,5.0,0.0
5,1,0,5,1,5.0,2,1.0,486176.7378,5879674.921,3,0,1,2,51,22,1.0,3.0,0.0
3,0,1,5,1,5.0,6,2.0,487049.422,5879013.3,3,0,1,4,37,45,2.0,5.0,0.0
3,0,0,5,1,5.0,2,1.0,494259.0591,5879539.422,3,0,1,4,38,48,1.0,5.0,0.0
2,0,1,5,1,5.0,6,2.0,489207.6575,5880796.453,5,0,1,2,25,43,1.0,5.0,0.0
5,0,2,5,1,5.0,2,1.0,486642.0039,5881026.72,5,0,1,3,27,63,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,489096.0066,5876494.977000001,7,0,1,2,35,50,2.0,3.0,0.0
2,1,2,5,1,5.0,6,1.0,487752.5287,5881044.028,4,0,2,2,38,26,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,486484.2495,5881816.497,3,0,1,3,45,38,1.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,473107.5912,5892908.586,5,0,2,5,39,31,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,488253.2279,5881025.932,1,0,2,4,42,72,1.0,5.0,0.0
3,2,1,5,1,1.0,6,1.0,484864.9206,5879850.984,5,0,1,5,50,62,2.0,5.0,0.0
4,0,0,5,1,5.0,6,2.0,475268.3933,5893341.795,4,0,1,2,36,43,2.0,5.0,0.0
4,0,2,5,1,5.0,6,1.0,471618.6582,5895347.437999999,3,0,1,2,57,56,2.0,5.0,0.0
1,2,1,5,1,5.0,5,2.0,487744.1434,5880077.045,5,0,1,5,36,55,2.0,5.0,0.0
1,2,1,5,1,5.0,7,1.0,489976.111,5876864.899,3,0,11,1,24,50,2.0,5.0,0.0
3,0,0,5,1,5.0,3,1.0,485729.5237,5883457.702000001,6,0,1,4,43,44,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,487387.6381,5880370.991,7,0,1,4,61,32,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,482620.6535,5878067.85,6,0,1,3,76,38,1.0,5.0,0.0
0,0,0,5,1,5.0,2,1.0,490008.579,5877323.29,2,1,3,3,63,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,489891.5088,5879893.143999998,2,0,3,3,63,81,1.0,5.0,0.0
2,2,1,5,1,2.0,7,1.0,485761.3263,5880683.795,7,1,3,6,37,31,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,490534.6388,5880327.966,2,0,6,2,29,53,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,486461.5614,5882819.142000001,5,1,4,4,44,36,1.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,486553.0634,5878388.675,4,0,4,4,35,54,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486059.6951,5881464.83,3,1,4,5,46,23,1.0,5.0,0.0
2,0,0,5,2,1.0,6,2.0,493844.8884,5881237.262999998,6,1,4,5,24,23,1.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,491891.8991,5881054.54,6,0,3,5,47,40,2.0,5.0,0.0
3,2,0,5,1,5.0,6,2.0,484427.484,5884730.371,5,0,3,5,23,75,2.0,5.0,0.0
2,0,0,5,1,5.0,7,1.0,475130.6801,5891455.213,4,1,3,5,72,65,1.0,5.0,0.0
9,2,1,4,1,5.0,1,1.0,495555.3503,5876600.132,5,1,3,1,18,43,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,487749.904,5881046.074,5,0,3,5,81,30,1.0,5.0,0.0
5,0,0,5,1,5.0,2,1.0,486731.9878,5880238.406,3,0,3,5,59,26,2.0,3.0,0.0
2,0,1,5,1,5.0,7,1.0,474246.8152,5891925.852999999,2,1,3,4,45,48,1.0,5.0,0.0
0,2,0,5,1,5.0,7,1.0,474542.7497,5891717.0079999985,2,0,3,6,46,43,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,483405.8601,5885879.164,1,0,3,3,50,41,1.0,5.0,0.0
5,1,0,5,1,5.0,2,1.0,485747.0546,5878533.087,2,0,2,5,70,35,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,481941.8702,5876817.437000001,4,0,3,4,33,52,1.0,5.0,0.0
5,0,0,5,1,5.0,3,2.0,486263.5313,5882741.363,5,0,2,4,35,18,2.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,485298.2722,5879872.414,1,0,2,4,24,75,2.0,3.0,0.0
5,0,0,5,1,5.0,3,2.0,492647.5929,5878447.647000001,6,0,3,2,29,46,1.0,5.0,0.0
2,0,0,5,1,5.0,2,2.0,485437.5512,5881987.504,2,0,2,4,25,39,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,492487.0319,5879739.012999998,4,0,10,4,45,68,2.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,485226.958,5879946.877,5,1,4,4,51,21,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,482640.6109,5878156.89,6,0,2,3,59,51,1.0,5.0,0.0
0,2,0,4,1,5.0,2,2.0,488433.9773,5880366.641,5,0,3,5,74,43,1.0,5.0,0.0
